endpoint_family,trial_grounding,clinical_intent,endpoint_name,target_key,metric_field,unit,model_id,empirical_value
2. Heart Failure & Hard Clinical Substrates,"Cheung et al. (Europace 2025), Qeska et al. (Europace 2023)","Surrogate identification for HF hospitalization (HR 3.21, P=0.002) & adverse events",Structural Heart Disease Precision-Recall,EchoNextSHD_Macro_12,auprc,AUPRC,spatial_1lead_a0_1010010_s42_l0,0.2638487639923745
2. Heart Failure & Hard Clinical Substrates,"Cheung et al. (Europace 2025), Qeska et al. (Europace 2023)","Surrogate identification for HF hospitalization (HR 3.21, P=0.002) & adverse events",Structural Heart Disease Precision-Recall,EchoNextSHD_Macro_12,auprc,AUPRC,spatial_1lead_cm1_capacity_matched_1010010_s42_l0,0.2666876684773213
2. Heart Failure & Hard Clinical Substrates,"Cheung et al. (Europace 2025), Qeska et al. (Europace 2023)","Surrogate identification for HF hospitalization (HR 3.21, P=0.002) & adverse events",Structural Heart Disease Precision-Recall,EchoNextSHD_Macro_12,auprc,AUPRC,spatial_1lead_d1_panorama_relative_1010010_s42_l0,0.2651345309138965
2. Heart Failure & Hard Clinical Substrates,"Cheung et al. (Europace 2025), Qeska et al. (Europace 2023)","Surrogate identification for HF hospitalization (HR 3.21, P=0.002) & adverse events",Structural Heart Disease Precision-Recall,EchoNextSHD_Macro_12,auprc,AUPRC,spatial_1lead_b1_panorama_1010010_s42_l0,0.260497553433848
2. Heart Failure & Hard Clinical Substrates,"Cheung et al. (Europace 2025), Qeska et al. (Europace 2023)","Surrogate identification for HF hospitalization (HR 3.21, P=0.002) & adverse events",Structural Heart Disease Precision-Recall,EchoNextSHD_Macro_12,auprc,AUPRC,spatial_1lead_pg1_permuted_geometry_1010010_s42_l0,0.2554880592424682
2. Heart Failure & Hard Clinical Substrates,"Cheung et al. (Europace 2025), Qeska et al. (Europace 2023)","Surrogate identification for HF hospitalization (HR 3.21, P=0.002) & adverse events",Structural Heart Disease Precision-Recall,EchoNextSHD_Macro_12,auprc,AUPRC,spatial_1lead_c1_panorama_hybrid_1010010_s42_l0,0.26021989645543203
2. Heart Failure & Hard Clinical Substrates,"Cheung et al. (Europace 2025), Qeska et al. (Europace 2023)","Surrogate identification for HF hospitalization (HR 3.21, P=0.002) & adverse events",Structural Heart Disease Precision-Recall,EchoNextSHD_Macro_12,auprc,AUPRC,spatial_1lead_t111_exact_theta_1010010_s42_l0,0.2705387458132769
2. Heart Failure & Hard Clinical Substrates,"Cheung et al. (Europace 2025), Qeska et al. (Europace 2023)","Surrogate identification for HF hospitalization (HR 3.21, P=0.002) & adverse events",Structural Heart Disease Precision-Recall,EchoNextSHD_Macro_12,auprc,AUPRC,spatial_1lead_t111_exact_theta_1110000_s42_l0,0.2770420209340804
2. Heart Failure & Hard Clinical Substrates,"Cheung et al. (Europace 2025), Qeska et al. (Europace 2023)","Surrogate identification for HF hospitalization (HR 3.21, P=0.002) & adverse events",Structural Heart Disease Precision-Recall,EchoNextSHD_Macro_12,auprc,AUPRC,spatial_1lead_e1_panorama_film_1000000_s42_l0,0.25967225882132505
2. Heart Failure & Hard Clinical Substrates,"Cheung et al. (Europace 2025), Qeska et al. (Europace 2023)","Surrogate identification for HF hospitalization (HR 3.21, P=0.002) & adverse events",Structural Heart Disease Precision-Recall,EchoNextSHD_Macro_12,auprc,AUPRC,spatial_1lead_d1_panorama_relative_1000000_s42_l0,0.2658155843691991
2. Heart Failure & Hard Clinical Substrates,"Cheung et al. (Europace 2025), Qeska et al. (Europace 2023)","Surrogate identification for HF hospitalization (HR 3.21, P=0.002) & adverse events",Structural Heart Disease Precision-Recall,EchoNextSHD_Macro_12,auprc,AUPRC,spatial_1lead_pg1_permuted_geometry_1000000_s42_l0,0.2714814485759975
2. Heart Failure & Hard Clinical Substrates,"Cheung et al. (Europace 2025), Qeska et al. (Europace 2023)","Surrogate identification for HF hospitalization (HR 3.21, P=0.002) & adverse events",Structural Heart Disease Precision-Recall,EchoNextSHD_Macro_12,auprc,AUPRC,spatial_1lead_cm1_capacity_matched_1000000_s42_l0,0.2690872966917883
2. Heart Failure & Hard Clinical Substrates,"Cheung et al. (Europace 2025), Qeska et al. (Europace 2023)","Surrogate identification for HF hospitalization (HR 3.21, P=0.002) & adverse events",Structural Heart Disease Precision-Recall,EchoNextSHD_Macro_12,auprc,AUPRC,spatial_1lead_pa1_panorama_author_1000000_s42_l0,0.2730231749492283
2. Heart Failure & Hard Clinical Substrates,"Cheung et al. (Europace 2025), Qeska et al. (Europace 2023)","Surrogate identification for HF hospitalization (HR 3.21, P=0.002) & adverse events",Structural Heart Disease Precision-Recall,EchoNextSHD_Macro_12,auprc,AUPRC,spatial_1lead_c1_panorama_hybrid_1000000_s42_l0,0.26981246995652175
2. Heart Failure & Hard Clinical Substrates,"Cheung et al. (Europace 2025), Qeska et al. (Europace 2023)","Surrogate identification for HF hospitalization (HR 3.21, P=0.002) & adverse events",Structural Heart Disease Precision-Recall,EchoNextSHD_Macro_12,auprc,AUPRC,spatial_1lead_b1_panorama_1000000_s42_l0,0.2638477407605551
2. Heart Failure & Hard Clinical Substrates,"Cheung et al. (Europace 2025), Qeska et al. (Europace 2023)","Surrogate identification for HF hospitalization (HR 3.21, P=0.002) & adverse events",Structural Heart Disease Precision-Recall,EchoNextSHD_Macro_12,auprc,AUPRC,spatial_1lead_t111_exact_theta_1000000_s42_l0,0.2784605116745224
2. Heart Failure & Hard Clinical Substrates,"Cheung et al. (Europace 2025), Qeska et al. (Europace 2023)","Surrogate identification for HF hospitalization (HR 3.21, P=0.002) & adverse events",Structural Heart Disease Precision-Recall,EchoNextSHD_Macro_12,auprc,AUPRC,spatial_1lead_t000_exact_theta_1000000_s42_l0,0.2651626882470363
2. Heart Failure & Hard Clinical Substrates,"Cheung et al. (Europace 2025), Qeska et al. (Europace 2023)","Surrogate identification for HF hospitalization (HR 3.21, P=0.002) & adverse events",Sokolow-Lyon Voltage Residual Error,LVH_SokolowLyon,mae,MAE (mV),conv15e_A0_wave_noSSL_gated_add_s42_l0,0.7184145985894902
2. Heart Failure & Hard Clinical Substrates,"Cheung et al. (Europace 2025), Qeska et al. (Europace 2023)","Surrogate identification for HF hospitalization (HR 3.21, P=0.002) & adverse events",Sokolow-Lyon Voltage Residual Error,LVH_SokolowLyon,mae,MAE (mV),conv15e_A0_zscore_s42_l0,0.695757409664476
2. Heart Failure & Hard Clinical Substrates,"Cheung et al. (Europace 2025), Qeska et al. (Europace 2023)","Surrogate identification for HF hospitalization (HR 3.21, P=0.002) & adverse events",Sokolow-Lyon Voltage Residual Error,LVH_SokolowLyon,mae,MAE (mV),conv15e_C1_E1_morlet_mag_morlet_phase_s42_l0,0.8395423612559894
2. Heart Failure & Hard Clinical Substrates,"Cheung et al. (Europace 2025), Qeska et al. (Europace 2023)","Surrogate identification for HF hospitalization (HR 3.21, P=0.002) & adverse events",Sokolow-Lyon Voltage Residual Error,LVH_SokolowLyon,mae,MAE (mV),conv15e_R5_morlet_mag_ueg_phase_wyatt_s42_l0,0.720766427491989
2. Heart Failure & Hard Clinical Substrates,"Cheung et al. (Europace 2025), Qeska et al. (Europace 2023)","Surrogate identification for HF hospitalization (HR 3.21, P=0.002) & adverse events",Sokolow-Lyon Voltage Residual Error,LVH_SokolowLyon,mae,MAE (mV),conv15e_R7_morlet_mag_ueg_real_s42_l0,0.7313015646181723
2. Heart Failure & Hard Clinical Substrates,"Cheung et al. (Europace 2025), Qeska et al. (Europace 2023)","Surrogate identification for HF hospitalization (HR 3.21, P=0.002) & adverse events",Sokolow-Lyon Voltage Residual Error,LVH_SokolowLyon,mae,MAE (mV),conv15e_del_wave_ce_s42_l0,0.7313076825820933
2. Heart Failure & Hard Clinical Substrates,"Cheung et al. (Europace 2025), Qeska et al. (Europace 2023)","Surrogate identification for HF hospitalization (HR 3.21, P=0.002) & adverse events",Sokolow-Lyon Voltage Residual Error,LVH_SokolowLyon,mae,MAE (mV),conv15e_ssl_log_magnitude_phase_sin_local_gated_add_s42_l0,0.7242396896513513
2. Heart Failure & Hard Clinical Substrates,"Cheung et al. (Europace 2025), Qeska et al. (Europace 2023)","Surrogate identification for HF hospitalization (HR 3.21, P=0.002) & adverse events",Sokolow-Lyon Voltage Residual Error,LVH_SokolowLyon,mae,MAE (mV),conv15e_ssl_log_magnitude_real_both_gated_add_s42_l0,0.7156551341179612
2. Heart Failure & Hard Clinical Substrates,"Cheung et al. (Europace 2025), Qeska et al. (Europace 2023)","Surrogate identification for HF hospitalization (HR 3.21, P=0.002) & adverse events",Sokolow-Lyon Voltage Residual Error,LVH_SokolowLyon,mae,MAE (mV),D1_theta_mul_currentloss_s42_l0,0.6154819731282798
2. Heart Failure & Hard Clinical Substrates,"Cheung et al. (Europace 2025), Qeska et al. (Europace 2023)","Surrogate identification for HF hospitalization (HR 3.21, P=0.002) & adverse events",Sokolow-Lyon Voltage Residual Error,LVH_SokolowLyon,mae,MAE (mV),D2_current_id_l1_s42_l0,0.6409919848758812
2. Heart Failure & Hard Clinical Substrates,"Cheung et al. (Europace 2025), Qeska et al. (Europace 2023)","Surrogate identification for HF hospitalization (HR 3.21, P=0.002) & adverse events",Sokolow-Lyon Voltage Residual Error,LVH_SokolowLyon,mae,MAE (mV),D3_theta_mul_l1_s42_l0,0.6227886042505963
2. Heart Failure & Hard Clinical Substrates,"Cheung et al. (Europace 2025), Qeska et al. (Europace 2023)","Surrogate identification for HF hospitalization (HR 3.21, P=0.002) & adverse events",Sokolow-Lyon Voltage Residual Error,LVH_SokolowLyon,mae,MAE (mV),D4_learned12_mul_l1_s42_l0,0.6075624884449426
2. Heart Failure & Hard Clinical Substrates,"Cheung et al. (Europace 2025), Qeska et al. (Europace 2023)","Surrogate identification for HF hospitalization (HR 3.21, P=0.002) & adverse events",Sokolow-Lyon Voltage Residual Error,LVH_SokolowLyon,mae,MAE (mV),D5_permuted_theta_mul_l1_s42_l0,0.6286155473681555
2. Heart Failure & Hard Clinical Substrates,"Cheung et al. (Europace 2025), Qeska et al. (Europace 2023)","Surrogate identification for HF hospitalization (HR 3.21, P=0.002) & adverse events",Sokolow-Lyon Voltage Residual Error,LVH_SokolowLyon,mae,MAE (mV),D6_theta_add_l1_s42_l0,0.6358706204727415
2. Heart Failure & Hard Clinical Substrates,"Cheung et al. (Europace 2025), Qeska et al. (Europace 2023)","Surrogate identification for HF hospitalization (HR 3.21, P=0.002) & adverse events",Sokolow-Lyon Voltage Residual Error,LVH_SokolowLyon,mae,MAE (mV),D7_learned12_add_l1_s42_l0,0.6187399786585998
2. Heart Failure & Hard Clinical Substrates,"Cheung et al. (Europace 2025), Qeska et al. (Europace 2023)","Surrogate identification for HF hospitalization (HR 3.21, P=0.002) & adverse events",Sokolow-Lyon Voltage Residual Error,LVH_SokolowLyon,mae,MAE (mV),D8_random12_mul_l1_s42_l0,0.6198994160051016
2. Heart Failure & Hard Clinical Substrates,"Cheung et al. (Europace 2025), Qeska et al. (Europace 2023)","Surrogate identification for HF hospitalization (HR 3.21, P=0.002) & adverse events",Sokolow-Lyon Voltage Residual Error,LVH_SokolowLyon,mae,MAE (mV),factorial_ecg_aim_1100013_s42,0.9468146499256528
2. Heart Failure & Hard Clinical Substrates,"Cheung et al. (Europace 2025), Qeska et al. (Europace 2023)","Surrogate identification for HF hospitalization (HR 3.21, P=0.002) & adverse events",Sokolow-Lyon Voltage Residual Error,LVH_SokolowLyon,mae,MAE (mV),factorial_ecg_aim_1100110_s42,0.9999030427676748
2. Heart Failure & Hard Clinical Substrates,"Cheung et al. (Europace 2025), Qeska et al. (Europace 2023)","Surrogate identification for HF hospitalization (HR 3.21, P=0.002) & adverse events",Sokolow-Lyon Voltage Residual Error,LVH_SokolowLyon,mae,MAE (mV),factorial_ecg_aim_1100111_s42,0.9363860514920012
2. Heart Failure & Hard Clinical Substrates,"Cheung et al. (Europace 2025), Qeska et al. (Europace 2023)","Surrogate identification for HF hospitalization (HR 3.21, P=0.002) & adverse events",Sokolow-Lyon Voltage Residual Error,LVH_SokolowLyon,mae,MAE (mV),factorial_ecg_aim_1101113_s42,1.6363149915954895
2. Heart Failure & Hard Clinical Substrates,"Cheung et al. (Europace 2025), Qeska et al. (Europace 2023)","Surrogate identification for HF hospitalization (HR 3.21, P=0.002) & adverse events",Sokolow-Lyon Voltage Residual Error,LVH_SokolowLyon,mae,MAE (mV),spatial_1lead_a0_1110000_s42_l0,0.8022303897158681
2. Heart Failure & Hard Clinical Substrates,"Cheung et al. (Europace 2025), Qeska et al. (Europace 2023)","Surrogate identification for HF hospitalization (HR 3.21, P=0.002) & adverse events",Sokolow-Lyon Voltage Residual Error,LVH_SokolowLyon,mae,MAE (mV),spatial_1lead_e1_panorama_film_1110000_s42_l0,0.7753004287187353
2. Heart Failure & Hard Clinical Substrates,"Cheung et al. (Europace 2025), Qeska et al. (Europace 2023)","Surrogate identification for HF hospitalization (HR 3.21, P=0.002) & adverse events",Sokolow-Lyon Voltage Residual Error,LVH_SokolowLyon,mae,MAE (mV),spatial_1lead_pa1_panorama_author_1110000_s42_l0,0.7885134888709513
2. Heart Failure & Hard Clinical Substrates,"Cheung et al. (Europace 2025), Qeska et al. (Europace 2023)","Surrogate identification for HF hospitalization (HR 3.21, P=0.002) & adverse events",Sokolow-Lyon Voltage Residual Error,LVH_SokolowLyon,mae,MAE (mV),spatial_1lead_b1_panorama_1110000_s42_l0,0.7981413753874417
2. Heart Failure & Hard Clinical Substrates,"Cheung et al. (Europace 2025), Qeska et al. (Europace 2023)","Surrogate identification for HF hospitalization (HR 3.21, P=0.002) & adverse events",Sokolow-Lyon Voltage Residual Error,LVH_SokolowLyon,mae,MAE (mV),spatial_1lead_cm1_capacity_matched_1110000_s42_l0,0.786119056002892
2. Heart Failure & Hard Clinical Substrates,"Cheung et al. (Europace 2025), Qeska et al. (Europace 2023)","Surrogate identification for HF hospitalization (HR 3.21, P=0.002) & adverse events",Sokolow-Lyon Voltage Residual Error,LVH_SokolowLyon,mae,MAE (mV),spatial_1lead_pg1_permuted_geometry_1110000_s42_l0,0.8056650545593822
2. Heart Failure & Hard Clinical Substrates,"Cheung et al. (Europace 2025), Qeska et al. (Europace 2023)","Surrogate identification for HF hospitalization (HR 3.21, P=0.002) & adverse events",Sokolow-Lyon Voltage Residual Error,LVH_SokolowLyon,mae,MAE (mV),spatial_1lead_t000_exact_theta_1110000_s42_l0,0.7949242989131816
2. Heart Failure & Hard Clinical Substrates,"Cheung et al. (Europace 2025), Qeska et al. (Europace 2023)","Surrogate identification for HF hospitalization (HR 3.21, P=0.002) & adverse events",Sokolow-Lyon Voltage Residual Error,LVH_SokolowLyon,mae,MAE (mV),spatial_1lead_c1_panorama_hybrid_1110000_s42_l0,0.8063518133241551
2. Heart Failure & Hard Clinical Substrates,"Cheung et al. (Europace 2025), Qeska et al. (Europace 2023)","Surrogate identification for HF hospitalization (HR 3.21, P=0.002) & adverse events",Sokolow-Lyon Voltage Residual Error,LVH_SokolowLyon,mae,MAE (mV),spatial_1lead_d1_panorama_relative_1110000_s42_l0,0.7880763759577242
2. Heart Failure & Hard Clinical Substrates,"Cheung et al. (Europace 2025), Qeska et al. (Europace 2023)","Surrogate identification for HF hospitalization (HR 3.21, P=0.002) & adverse events",Sokolow-Lyon Voltage Residual Error,LVH_SokolowLyon,mae,MAE (mV),spatial_1lead_e1_panorama_film_1010010_s42_l0,0.7423497917905137
2. Heart Failure & Hard Clinical Substrates,"Cheung et al. (Europace 2025), Qeska et al. (Europace 2023)","Surrogate identification for HF hospitalization (HR 3.21, P=0.002) & adverse events",Sokolow-Lyon Voltage Residual Error,LVH_SokolowLyon,mae,MAE (mV),spatial_1lead_pa1_panorama_author_1010010_s42_l0,0.7340882371728045
2. Heart Failure & Hard Clinical Substrates,"Cheung et al. (Europace 2025), Qeska et al. (Europace 2023)","Surrogate identification for HF hospitalization (HR 3.21, P=0.002) & adverse events",Sokolow-Lyon Voltage Residual Error,LVH_SokolowLyon,mae,MAE (mV),spatial_1lead_t000_exact_theta_1010010_s42_l0,0.7376157503381873
2. Heart Failure & Hard Clinical Substrates,"Cheung et al. (Europace 2025), Qeska et al. (Europace 2023)","Surrogate identification for HF hospitalization (HR 3.21, P=0.002) & adverse events",Sokolow-Lyon Voltage Residual Error,LVH_SokolowLyon,mae,MAE (mV),spatial_1lead_a0_1010010_s42_l0,0.7418518201859026
2. Heart Failure & Hard Clinical Substrates,"Cheung et al. (Europace 2025), Qeska et al. (Europace 2023)","Surrogate identification for HF hospitalization (HR 3.21, P=0.002) & adverse events",Sokolow-Lyon Voltage Residual Error,LVH_SokolowLyon,mae,MAE (mV),spatial_1lead_cm1_capacity_matched_1010010_s42_l0,0.7450464900254227
2. Heart Failure & Hard Clinical Substrates,"Cheung et al. (Europace 2025), Qeska et al. (Europace 2023)","Surrogate identification for HF hospitalization (HR 3.21, P=0.002) & adverse events",Sokolow-Lyon Voltage Residual Error,LVH_SokolowLyon,mae,MAE (mV),spatial_1lead_d1_panorama_relative_1010010_s42_l0,0.7473488615061393
2. Heart Failure & Hard Clinical Substrates,"Cheung et al. (Europace 2025), Qeska et al. (Europace 2023)","Surrogate identification for HF hospitalization (HR 3.21, P=0.002) & adverse events",Sokolow-Lyon Voltage Residual Error,LVH_SokolowLyon,mae,MAE (mV),spatial_1lead_b1_panorama_1010010_s42_l0,0.7426288087358249
2. Heart Failure & Hard Clinical Substrates,"Cheung et al. (Europace 2025), Qeska et al. (Europace 2023)","Surrogate identification for HF hospitalization (HR 3.21, P=0.002) & adverse events",Sokolow-Lyon Voltage Residual Error,LVH_SokolowLyon,mae,MAE (mV),spatial_1lead_pg1_permuted_geometry_1010010_s42_l0,0.7405801996507354
2. Heart Failure & Hard Clinical Substrates,"Cheung et al. (Europace 2025), Qeska et al. (Europace 2023)","Surrogate identification for HF hospitalization (HR 3.21, P=0.002) & adverse events",Sokolow-Lyon Voltage Residual Error,LVH_SokolowLyon,mae,MAE (mV),spatial_1lead_c1_panorama_hybrid_1010010_s42_l0,0.746270873137259
2. Heart Failure & Hard Clinical Substrates,"Cheung et al. (Europace 2025), Qeska et al. (Europace 2023)","Surrogate identification for HF hospitalization (HR 3.21, P=0.002) & adverse events",Sokolow-Lyon Voltage Residual Error,LVH_SokolowLyon,mae,MAE (mV),spatial_1lead_t111_exact_theta_1010010_s42_l0,0.763954326434161
2. Heart Failure & Hard Clinical Substrates,"Cheung et al. (Europace 2025), Qeska et al. (Europace 2023)","Surrogate identification for HF hospitalization (HR 3.21, P=0.002) & adverse events",Sokolow-Lyon Voltage Residual Error,LVH_SokolowLyon,mae,MAE (mV),spatial_1lead_t111_exact_theta_1110000_s42_l0,0.8887995318174905
2. Heart Failure & Hard Clinical Substrates,"Cheung et al. (Europace 2025), Qeska et al. (Europace 2023)","Surrogate identification for HF hospitalization (HR 3.21, P=0.002) & adverse events",Sokolow-Lyon Voltage Residual Error,LVH_SokolowLyon,mae,MAE (mV),spatial_1lead_e1_panorama_film_1000000_s42_l0,0.7719709043941029
2. Heart Failure & Hard Clinical Substrates,"Cheung et al. (Europace 2025), Qeska et al. (Europace 2023)","Surrogate identification for HF hospitalization (HR 3.21, P=0.002) & adverse events",Sokolow-Lyon Voltage Residual Error,LVH_SokolowLyon,mae,MAE (mV),spatial_1lead_d1_panorama_relative_1000000_s42_l0,0.774438177398978
2. Heart Failure & Hard Clinical Substrates,"Cheung et al. (Europace 2025), Qeska et al. (Europace 2023)","Surrogate identification for HF hospitalization (HR 3.21, P=0.002) & adverse events",Sokolow-Lyon Voltage Residual Error,LVH_SokolowLyon,mae,MAE (mV),spatial_1lead_pg1_permuted_geometry_1000000_s42_l0,0.7846057642661408
2. Heart Failure & Hard Clinical Substrates,"Cheung et al. (Europace 2025), Qeska et al. (Europace 2023)","Surrogate identification for HF hospitalization (HR 3.21, P=0.002) & adverse events",Sokolow-Lyon Voltage Residual Error,LVH_SokolowLyon,mae,MAE (mV),spatial_1lead_cm1_capacity_matched_1000000_s42_l0,0.7911737966906276
2. Heart Failure & Hard Clinical Substrates,"Cheung et al. (Europace 2025), Qeska et al. (Europace 2023)","Surrogate identification for HF hospitalization (HR 3.21, P=0.002) & adverse events",Sokolow-Lyon Voltage Residual Error,LVH_SokolowLyon,mae,MAE (mV),spatial_1lead_pa1_panorama_author_1000000_s42_l0,0.7846687139707658
2. Heart Failure & Hard Clinical Substrates,"Cheung et al. (Europace 2025), Qeska et al. (Europace 2023)","Surrogate identification for HF hospitalization (HR 3.21, P=0.002) & adverse events",Sokolow-Lyon Voltage Residual Error,LVH_SokolowLyon,mae,MAE (mV),spatial_1lead_c1_panorama_hybrid_1000000_s42_l0,0.7882310461263097
2. Heart Failure & Hard Clinical Substrates,"Cheung et al. (Europace 2025), Qeska et al. (Europace 2023)","Surrogate identification for HF hospitalization (HR 3.21, P=0.002) & adverse events",Sokolow-Lyon Voltage Residual Error,LVH_SokolowLyon,mae,MAE (mV),spatial_1lead_b1_panorama_1000000_s42_l0,0.8096402104710101
2. Heart Failure & Hard Clinical Substrates,"Cheung et al. (Europace 2025), Qeska et al. (Europace 2023)","Surrogate identification for HF hospitalization (HR 3.21, P=0.002) & adverse events",Sokolow-Lyon Voltage Residual Error,LVH_SokolowLyon,mae,MAE (mV),spatial_1lead_t111_exact_theta_1000000_s42_l0,0.7957598993434377
2. Heart Failure & Hard Clinical Substrates,"Cheung et al. (Europace 2025), Qeska et al. (Europace 2023)","Surrogate identification for HF hospitalization (HR 3.21, P=0.002) & adverse events",Sokolow-Lyon Voltage Residual Error,LVH_SokolowLyon,mae,MAE (mV),spatial_1lead_t000_exact_theta_1000000_s42_l0,0.8164947673041133
2. Heart Failure & Hard Clinical Substrates,"Cheung et al. (Europace 2025), Qeska et al. (Europace 2023)","Surrogate identification for HF hospitalization (HR 3.21, P=0.002) & adverse events",Left Ventricular Hypertrophy Discrimination,LVH_SokolowLyon,auroc,AUROC,conv15e_A0_wave_noSSL_gated_add_s42_l0,0.7366209501597121
2. Heart Failure & Hard Clinical Substrates,"Cheung et al. (Europace 2025), Qeska et al. (Europace 2023)","Surrogate identification for HF hospitalization (HR 3.21, P=0.002) & adverse events",Left Ventricular Hypertrophy Discrimination,LVH_SokolowLyon,auroc,AUROC,conv15e_A0_zscore_s42_l0,0.7380384998901451
2. Heart Failure & Hard Clinical Substrates,"Cheung et al. (Europace 2025), Qeska et al. (Europace 2023)","Surrogate identification for HF hospitalization (HR 3.21, P=0.002) & adverse events",Left Ventricular Hypertrophy Discrimination,LVH_SokolowLyon,auroc,AUROC,conv15e_C1_E1_morlet_mag_morlet_phase_s42_l0,0.6595387787523872
2. Heart Failure & Hard Clinical Substrates,"Cheung et al. (Europace 2025), Qeska et al. (Europace 2023)","Surrogate identification for HF hospitalization (HR 3.21, P=0.002) & adverse events",Left Ventricular Hypertrophy Discrimination,LVH_SokolowLyon,auroc,AUROC,conv15e_R5_morlet_mag_ueg_phase_wyatt_s42_l0,0.7342759722151803
2. Heart Failure & Hard Clinical Substrates,"Cheung et al. (Europace 2025), Qeska et al. (Europace 2023)","Surrogate identification for HF hospitalization (HR 3.21, P=0.002) & adverse events",Left Ventricular Hypertrophy Discrimination,LVH_SokolowLyon,auroc,AUROC,conv15e_R7_morlet_mag_ueg_real_s42_l0,0.7339147188561579
2. Heart Failure & Hard Clinical Substrates,"Cheung et al. (Europace 2025), Qeska et al. (Europace 2023)","Surrogate identification for HF hospitalization (HR 3.21, P=0.002) & adverse events",Left Ventricular Hypertrophy Discrimination,LVH_SokolowLyon,auroc,AUROC,conv15e_del_wave_ce_s42_l0,0.7348696107759132
2. Heart Failure & Hard Clinical Substrates,"Cheung et al. (Europace 2025), Qeska et al. (Europace 2023)","Surrogate identification for HF hospitalization (HR 3.21, P=0.002) & adverse events",Left Ventricular Hypertrophy Discrimination,LVH_SokolowLyon,auroc,AUROC,conv15e_ssl_log_magnitude_phase_sin_local_gated_add_s42_l0,0.7449213270462575
2. Heart Failure & Hard Clinical Substrates,"Cheung et al. (Europace 2025), Qeska et al. (Europace 2023)","Surrogate identification for HF hospitalization (HR 3.21, P=0.002) & adverse events",Left Ventricular Hypertrophy Discrimination,LVH_SokolowLyon,auroc,AUROC,conv15e_ssl_log_magnitude_real_both_gated_add_s42_l0,0.7393271814632661
2. Heart Failure & Hard Clinical Substrates,"Cheung et al. (Europace 2025), Qeska et al. (Europace 2023)","Surrogate identification for HF hospitalization (HR 3.21, P=0.002) & adverse events",Left Ventricular Hypertrophy Discrimination,LVH_SokolowLyon,auroc,AUROC,D1_theta_mul_currentloss_s42_l0,0.7266199361151955
2. Heart Failure & Hard Clinical Substrates,"Cheung et al. (Europace 2025), Qeska et al. (Europace 2023)","Surrogate identification for HF hospitalization (HR 3.21, P=0.002) & adverse events",Left Ventricular Hypertrophy Discrimination,LVH_SokolowLyon,auroc,AUROC,D2_current_id_l1_s42_l0,0.7472282783214184
2. Heart Failure & Hard Clinical Substrates,"Cheung et al. (Europace 2025), Qeska et al. (Europace 2023)","Surrogate identification for HF hospitalization (HR 3.21, P=0.002) & adverse events",Left Ventricular Hypertrophy Discrimination,LVH_SokolowLyon,auroc,AUROC,D3_theta_mul_l1_s42_l0,0.7543371529010123
2. Heart Failure & Hard Clinical Substrates,"Cheung et al. (Europace 2025), Qeska et al. (Europace 2023)","Surrogate identification for HF hospitalization (HR 3.21, P=0.002) & adverse events",Left Ventricular Hypertrophy Discrimination,LVH_SokolowLyon,auroc,AUROC,D4_learned12_mul_l1_s42_l0,0.7504288563267927
2. Heart Failure & Hard Clinical Substrates,"Cheung et al. (Europace 2025), Qeska et al. (Europace 2023)","Surrogate identification for HF hospitalization (HR 3.21, P=0.002) & adverse events",Left Ventricular Hypertrophy Discrimination,LVH_SokolowLyon,auroc,AUROC,D5_permuted_theta_mul_l1_s42_l0,0.7317429735165374
2. Heart Failure & Hard Clinical Substrates,"Cheung et al. (Europace 2025), Qeska et al. (Europace 2023)","Surrogate identification for HF hospitalization (HR 3.21, P=0.002) & adverse events",Left Ventricular Hypertrophy Discrimination,LVH_SokolowLyon,auroc,AUROC,D6_theta_add_l1_s42_l0,0.7198617519309097
2. Heart Failure & Hard Clinical Substrates,"Cheung et al. (Europace 2025), Qeska et al. (Europace 2023)","Surrogate identification for HF hospitalization (HR 3.21, P=0.002) & adverse events",Left Ventricular Hypertrophy Discrimination,LVH_SokolowLyon,auroc,AUROC,D7_learned12_add_l1_s42_l0,0.7507246193107877
2. Heart Failure & Hard Clinical Substrates,"Cheung et al. (Europace 2025), Qeska et al. (Europace 2023)","Surrogate identification for HF hospitalization (HR 3.21, P=0.002) & adverse events",Left Ventricular Hypertrophy Discrimination,LVH_SokolowLyon,auroc,AUROC,D8_random12_mul_l1_s42_l0,0.7421221416620188
2. Heart Failure & Hard Clinical Substrates,"Cheung et al. (Europace 2025), Qeska et al. (Europace 2023)","Surrogate identification for HF hospitalization (HR 3.21, P=0.002) & adverse events",Left Ventricular Hypertrophy Discrimination,LVH_SokolowLyon,auroc,AUROC,factorial_ecg_aim_1100013_s42,0.7269600635467897
2. Heart Failure & Hard Clinical Substrates,"Cheung et al. (Europace 2025), Qeska et al. (Europace 2023)","Surrogate identification for HF hospitalization (HR 3.21, P=0.002) & adverse events",Left Ventricular Hypertrophy Discrimination,LVH_SokolowLyon,auroc,AUROC,factorial_ecg_aim_1100110_s42,0.7233623181057648
2. Heart Failure & Hard Clinical Substrates,"Cheung et al. (Europace 2025), Qeska et al. (Europace 2023)","Surrogate identification for HF hospitalization (HR 3.21, P=0.002) & adverse events",Left Ventricular Hypertrophy Discrimination,LVH_SokolowLyon,auroc,AUROC,factorial_ecg_aim_1100111_s42,0.7132408862749074
