statement,occurences,proposed label
 sinusrhythmus lagetyp normal t abnormal in anterolateralen ableitungen ,1,
 supraventrikuläre extrasystole ( n ) interponierte supraventrikuläre extrasystole ( n ) sinusrhythmus lagetyp normal mässige amplitudenkriterien f#r linkshypertrophie t abnormal in hochlateralen ableitungen ,1,
 vorhofflimmern - flattern ueberdrehter linkstyp rechtsschenkelblock qrs ( t ) abnorm lateraler infarkt alter unbest inferiorer infarkt möglich xxxx unbestätigter bericht ,2,
 sinusrhythmus rechtstyp qrs ( t ) abnorm inferiorer myokardschaden möglich xxxx unbestätigter bericht ,1,
 sinusrhythmus linkstyp unspezifische intraventrikuläre leitungsstörung unspezifisch abnormes st and t ( hebung ) xxxx unbestätigter bericht ,1,
 sinusrhythmus mlt linke vorhofsueberbelastung t - veraenderungen in avl v1 grenzbefund ,1,
 sinusbradykardie mlt t - veraenderungen in v1 normales ecg ,1,
 ventrikuläre extrasystole ( n ) sinustachykardie lagetyp normal ,1,
 ventrikuläre extrasystole ( n ) vorhofflimmern - flattern lagetyp normal mässige amplitudenkriterien für linkshypertrophie qrs ( t ) abnorm inferiorer infarkt alter unbest st abnorm möglicherweise hochlateraler innenschichtsschaden xxxx ,1,
 sinusrhythmus verdacht auf p - sinistrocardiale lagetyp normal unspezifisches abnormes t xxxx unbestätigter bericht ,10,
 sinusrhythmus verdacht auf p - sinistrocardiale linkstyp qrs ( t ) abnormal anteroseptaler infarkt wahrscheinlich alt t abnormal wahrscheinlich anterolateraler myokardschaden inferiorer myokardschaden sportlerherz! ,1,
 sinusrhythmus av block i p - verbreiterung lagetyp normal qrs ( t ) abnorm inferiorer myokardschaden möglich xxxx unbestätigter bericht ,3,
 supraventrikuläre extrasystole ( n ) sinusrhythmus linkstyp unspezifische intraventrikuläre leitungsstörung ,1,
 sinusrhythmus linkstyp mässige amplitudenkriterien für linkshypertrophie t abnorm in inferioren ableitungen xxxx unbestätigter bericht ,1,
 sinusrhythmus lagetyp normal qrs ( t ) abnormal hochlateraler infarkt möglich edit lmi xxxx ( norm xxxx ) ,1,
 sinusrhythmus linkstyp rechtsschenkelblock wpw typ a ,2,['atrial_arrhythmia: wolff_parkinson_white']
 sinusbradykardie mlt rechts t - veraenderungen in iii v1 v3 normales ecg ,1,
 sinus arrhythmie schwierig bestimmbare qrs - achse rechtshypertrophie möglich qrs ( t ) abnormal septaler myokardschaden nicht auszuschliessen ,1,
 sinusrhythmus lagetyp normal unspezifisches abnormes t qt - verlängerung xxxx unbestätigter bericht ,16,
 sinusrhythmus lagetyp normal t abnorm in anterioren ableitungen inferolateralen ableitungen xxxx unbestätigter bericht ,2,
 vorhofflimmern - flattern ueberdrehter linkstyp unspezifischer intraventrikulärer block linkshypertrophie ,1,
 sinustachykardie lagetyp normal linkshypertrophie möglich ,1,
 ventrikuläre extrasystole ( n ) sinus arrhythmie lagetyp normal qrs ( t ) abnorm inferiorer infarkt wahrscheinlich alt xxxx unbestätigter bericht ,1,
 sinusrhythmus lagetyp normal r - s übergang in v ableitungen nach rechts verschoben sonst normales ecg xxxx unbestätigter bericht edit norm xxxx ( norm xxxx ) ,1,
 sinusrhythmus lagetyp normal qrs ( t ) abnorm anteriorer infarkt alter unbest inferiorer infarkt möglich t abnorm in lateralen ableitungen xxxx unbestätigter bericht ,1,
 ventrikuläre extrasystole ( n ) uniform sinusrhythmus mlt - slt wahrscheinlich normales ecg ,1,
 sinusrhythmus lagetyp normal mässige amplitudenkriterien für linkshypertrophie qrs ( t ) abnorm anteroseptaler infarkt mögl akut xxxx unbestätigter bericht ,1,
 vorhofflimmern normokard linkslagetyp intraventr leitungsstörung iii avl kammerhypertrophie lvh sicher st - senkung v5 - xxxx t - veränderungen ii iii avl avf v1 - xxxx pathologisches ecg ,1,['hypertrophy: left_ventricular_hypertrophy']
 sinustachykardie linkslagetyp uebergangszone verschoben nach rechts sonst normales ecg t - veränderungen iii v1 ,1,
 sinusrhythmus linkstyp st and t abnorm wahrscheinlich anterolaterale ischämie oder linksbelastung xxxx unbestätigter bericht ,13,
 sinusrhythmus linkslagetyp uebergangszone verschoben nach rechts v2 av - block xxxx grades vorhofsüberelastung rechts möglich st - senkung ii iii avf v4 - xxxx t - veränderungen neg v1 - xxxx pathologisches ecg periphere low - voltage rechtsherzbelastung ,1,
 sinusrhythmus steillagetyp intraventr leitungsstörung ii iii avf t - veränderungen neg in iii avf v1 ecg - grenzbefund ,1,
 sinustachykardie lagetyp normal sonst normales ecg xxxx unbestätigter bericht ,17,
 sinusrhythmus linkslagetyp intraventr leitungsstörung iii avf t - veränderungen iii avf v1 normales ecg ,1,
 sinus arrhythmie ueberdrehter linkstyp linksanteriorer fascicular block rechtsschenkelblock bifaszikulärer block qrs ( t ) abnormal lateraler myokardschaden möglich ,1,
 vorhofflimmern - flattern linkstyp rechtsschenkelblock xxxx unbestätigter bericht ,3,
 sinusrhythmus ueberdrehter linkstyp linksanteriorer fascicular block t abnorm in anterolateralen ableitungen xxxx unbestätigter bericht ,2,
 ventrikuläre extrasystole ( n ) supraventrikuläre arrhythmie verdacht auf p - sinistrocardiale lagetyp normal periphere niederspannung qrs ( t ) abnorm anteroseptaler infarkt wahrscheinlich alt inferiorer infarkt alter unbest t abnorm in anterolate ,1,
 mlt normokardes vorhofflimmern periphere low - voltage schlechte r - progression in v1 - xxxx pathologisches ecg ,1,
 sinusrhythmus unspezifische intraventrikuläre leitungsstörung linkshypertrophie möglich ,2,
 sinusrhythmus ueberdrehter linkstyp qrs ( t ) abnormal anteroseptaler infarkt wahrscheinlich alt ,2,
 vorhofflimmern - flattern ueberdrehter linkstyp qrs ( t ) abnormal anteroseptaler infarkt wahrscheinlich alt inferiorer infarkt wahrscheinlich alt st and t abnormal wahrscheinlich hochlaterale ischämie oder linksbelastung ,1,
 vorhofflimmern - flattern lagetyp normal rechtsschenkelblock xxxx unbestätigter bericht ,11,
 sinusrhythmus linkstyp linksschenkelblock xxxx unbestätigter bericht ,18,
 sinustachykardie ueberdrehter linkstyp linksanteriorer fascicular block st abnorm möglicherweise anteriorer innenschichtsschaden xxxx unbestätigter bericht ,1,
 sinusrhythmus verdacht auf p - sinistrocardiale linkstyp unspezifische intraventrikuläre leitungsstörung qrs ( t ) abnorm anteroseptaler infarkt alter unbest st and t abnorm wahrscheinlich anterolaterale ischämie oder linksbelastung xxxx ,1,
 tachykardes vorhofflimmern schwierig bestimmbare qrs - achse periphere niederspannung unvollständiger rechtsschenkelblock ,1,
 sinusrhythmus p - sinistrocardiale lagetyp normal linkshypertrophie xxxx unbestätigter bericht ,6,
 sinusrhythmus lagetyp normal qrs ( t ) abnorm inferiorer infarkt wahrscheinlich alt ,4,
 sinustachykardie lagetyp normal t abnorm in hochlateralen ableitungen xxxx unbestätigter bericht ,1,
 sinusrhythmus lagetyp normal t abnorm in anterolateralen ableitungen xxxx unbestätigter bericht ,11,
 sinusrhythmus llt flaches t in iii normales ecg ,1,
 sinustachykardie schwierig bestimmbare qrs - achse periphere niederspannung st and t abnormal wahrscheinlich anteriore ischämie oder linksbelastung ,1,
 sinusrhythmus p - sinistrocardiale linkstyp qrs ( t ) abnorm anteroseptaler infarkt wahrscheinlich alt t abnorm in hochlateralen ableitungen xxxx unbestätigter bericht ,2,
 sinusrhythmus lagetyp normal linksschenkelblock st - hebung in v1 - xxxx neg t in ii iii avf v5 xxxx pathologisches ecg ,1,
 sinustachykardie lagetyp normal qrs ( t ) abnorm inferiorer infarkt wahrscheinlich alt xxxx unbestätigter bericht ,5,
 vorhofflimmern - flattern lagetyp normal mässige amplitudenkriterien für linkshypertrophie st and t abnorm wahrscheinlich inferiore ischämie oder linksbelastung xxxx unbestätigter bericht ,3,
 sinusrhythmus lagetyp normal r - s #bergang in v ableitungen nach rechts verschoben unspezifisches abnormales t ,3,
 sinusrhythmus ueberdrehter linkstyp linksanteriorer fascicular block st and t abnormal wahrscheinlich hochlaterale ischämie oder linksbelastung ,2,
 sinus arrhythmie p - verbreiterung lagetyp normal qrs ( t ) abnormal inferiorer myokardschaden nicht auszuschliessen ,1,
 sinusbradykardie verdacht auf p - sinistrocardiale lagetyp normal xxxx unbestätigter bericht ,3,
 sinusrhythmus p - verbreiterung lagetyp normal xxxx unbestätigter bericht ,20,
 ventrikuläre extrasystole ( n ) sinusrhythmus verdacht auf p - sinistrocardiale lagetyp normal st and t abnorm wahrscheinlich anteriore ischämie oder linksbelastung inferolaterale ischämie oder linksbelastung xxxx unbestätigter be ,1,
 sinusrhythmus rechtstyp st - hebung in v1 - xxxx vegetative veränderung siqiii - typ wahrscheinlich normales ecg ,1,
 tachykardes vorhofflimmern lagetyp normal st and t abnormal wahrscheinlich anteriore ischämie oder linksbelastung inferolaterale ischämie oder linksbelastung ,1,
 tachykardes vorhofflimmern lagetyp normal vorhofs - es neg t in ii iiiavf pathologisches ecg ,1,
 sinusrhythmus ueberdrehter linkstyp rechtsschenkelblock xxxx unbestätigter bericht ,6,
 sinus arrhythmie linkstyp sonst normales ecg xxxx unbestätigter bericht ,6,
 sinusrhythmus lagetyp normal periphere niederspannung xxxx unbestätigter bericht ,46,
 sinusbradykardie schwierig bestimmbare qrs - achse linksschenkelblock xxxx unbestätigter bericht ,1,
 sinusrhythmus lagetyp normal normales ecg ekg zur belastung normal ,1,
 vorhofflimmern - flattern ueberdrehter linkstyp st and t abnormal wahrscheinlich anteroseptale ischämie oder linksbelastung ,1,
 tachykardes vorhofflimmern lagetyp normal st and t abnorm wahrscheinlich anteriore ischämie oder linksbelastung inferolaterale ischämie oder linksbelastung xxxx unbestätigter bericht ,3,
 sinusrhythmus p - verbreiterung lagetyp normal linksschenkelblock xxxx unbestätigter bericht ,4,
 sinustachykardie schwierig bestimmbare qrs - achse unvollständiger rechtsschenkelblock qrs ( t ) abnormal inferiorer infarkt alter unbest ,1,
 sinusrhythmus lagetyp normal t abnorm in inferioren ableitungen xxxx unbestätigter bericht ,19,
 vorhofflimmern - flattern ueberdrehter linkstyp qrs ( t ) abnormal anteroseptaler infarkt wahrscheinlich alt inferiorer infarkt wahrscheinlich alt t abnormal in hochlateralen ableitungen ,1,
 vorhofflimmern - flattern lagetyp normal unspezifische intraventrikuläre leitungsstörung mässige amplitudenkriterien für linkshypertrophie st abnorm möglicherweise anterolateraler innenschichtsschaden xxxx unbestätigter bericht ,1,
 sinusrhythmus linkstyp unspezifischer intraventrikulärer block xxxx unbestätigter bericht ,4,
 ventrikuläre extrasystole ( n ) bigeminus sinusrhythmus lagetyp normal xxxx unbestätigter bericht ,1,
 sinusrhythmus lagetyp normal st and t abnorm wahrscheinlich inferiore ischämie oder linksbelastung xxxx unbestätigter bericht ,17,
 ventrikuläre extrasystole ( n ) sinusrhythmus lagetyp normal t abnorm in inferioren ableitungen xxxx unbestätigter bericht ,2,
 sinusrhythmus linkstyp linksschenkelblock linkshypertrophie möglich xxxx unbestätigter bericht ,29,
 sinustachykardie p - sinistrocardiale linkstyp linksschenkelblock linkshypertrophie möglich xxxx unbestätigter bericht ,4,
 regelmässiger rhythmus keine p - welle erkannt lagetyp normal unspezifisch abnormes st and t ( hebung ) ,1,
 sinusrhythmus lagetyp normal st and t abnorm wahrscheinlich anterolaterale ischämie oder linksbelastung t abnorm in anterioren ableitungen xxxx unbestätigter bericht ,4,
 sinusrhythmus lagetyp normal unspezifische intraventrikuläre leitungsstörung qrs ( t ) abnorm inferiorer myokardschaden möglich xxxx unbestätigter bericht ,1,
 sinusrhythmus st normales ecg ,2,
 sinusrhythmus p - verbreiterung linkstyp linkshypertrophie qrs ( t ) abnormal inferiorer infarkt wahrscheinlich alt ,1,
 sinusrhythmus lagetyp normal vollständiger rechtsschenkelblock neg t in v1 - xxxx pathologisches keg ,1,
 sinusrhythmus unvollständiger rechtsschenkelblock qrs ( t ) abnormal anteroseptaler infarkt alter unbest ,1,
 sinustachykardie lagetyp normal vorhofsueberlastung rechts angedeutet grenzbefund ,1,
 sinus arrhythmie av block i lagetyp normal unspezifisches abnormales t pathologisch ,1,
 sinus arrhythmie lagetyp normal st - hebung in v2 - xxxx ,1,
 sinusrhythmus lagetyp normal t abnorm in anterioren ableitungen hochlateralen ableitungen xxxx unbestätigter bericht edit asmi xxxx almi xxxx atypische konstellation aus angehobenen st - strecken voll erhaltenen r und fehlenden q in i und v2 - xxxx ( asmi xxxx almi xxxx ) ,1,
 sinusrhythmus p - verbreiterung lagetyp normal qrs ( t ) abnormal iessen t abnormal in lateralen ableitungen pathologisch ,1,
 sinusrhythmus lagetyp normal st - hebung in v2 - xxxx ,1,
 sinus arrhythmie ueberdrehter linkstyp qrs ( t ) abnorm anteroseptaler infarkt alter unbest t abnorm in hochlateralen ableitungen xxxx unbestätigter bericht ,1,
 ventrikuläre extrasystole ( n ) sinusrhythmus av block i linkstyp unvollständiger rechtsschenkelblock t abnormal in anterolateralen ableitungen ,1,
 sinusrhythmus ueberdrehter linkstyp unspezifischer intraventrikulärer block xxxx unbestätigter bericht ,8,
 vorhofflimmern - flattern ueberdrehter rechtstyp periphere niederspannung unspezifischer intraventrikulärer block qrs ( t ) abnorm hochlateraler infarkt xxxx unbestätigter bericht ,1,
 sinusrhythmus av block i lagetyp normal st and t abnorm wahrscheinlich anterolaterale ischämie oder linksbelastung inferolaterale ischämie oder linksbelastung xxxx unbestätigter bericht ,2,
 sinusrhythmus ueberdrehter rechtstyp unspezifische intraventrikuläre leitungsstörung qrs ( t ) abnormal septaler infarkt nicht auszuschliessen ,1,
 sinusrhythmus lagetyp normal periphere niederspannung qrs ( t ) abnorm inferiorer infarkt wahrscheinlich alt xxxx unbestätigter bericht ,3,
 sinusrhythmus verdacht auf p - sinistrocardiale linkstyp mässige amplitudenkriterien für linkshypertrophie xxxx unbestätigter bericht ,2,
 sinusrhythmus verdacht auf p - sinistrocardiale ueberdrehter linkstyp periphere niederspannung qrs ( t ) abnorm inferiorer infarkt alter unbest xxxx unbestätigter bericht ,1,
 sinus arrhythmie linkstyp t abnormal in hochlateralen ableitungen verzoegerte r - progression v1 - xxxx wahrscheinlich normal ,1,
 sinusrhythmus extrem ueberdrehter rechtstyp linksanteriorer fascicular block rechtsschenkelblock bifaszikulärer block qrs ( t ) abnorm septaler infarkt nicht auszuschliessen xxxx unbestätigter bericht ,1,
 regelmässiger rhythmus keine p - welle erkannt ueberdrehter linkstyp linksanteriorer fascicular block rechtsschenkelblock bifaszikulärer block qrs ( t ) abnormal anteroseptaler infarkt alter unbest ,1,
 sinusrhythmus linkstyp qrs ( t ) abnorm lateraler myokardschaden möglich xxxx unbestätigter bericht ,3,
 sinus arrhythmie verdacht auf p - sinistrocardiale lagetyp normal qrs ( t ) abnorm inferiorer infarkt wahrscheinlich alt xxxx unbestätigter bericht ,1,
 vorhofflimmern - flattern lagetyp normal periphere niederspannung xxxx unbestätigter bericht ,2,
 ventrikulär ( a ) extrasystoli ( er ) sinus arytmi extrem vänster el - axel avvikande qrs ( t ) förlopp anteroseptal infarkt sannolikt äldre st and t sänkning såsom vid lateral ischemi eller vänster belastning ,1,
 sinus arrhythmie lagetyp normal qrs ( t ) abnorm anteriorer infarkt alter unbest inferiorer infarkt wahrscheinlich alt xxxx unbestätigter bericht ,1,
 ventrikuläre extrasystole ( n ) sinusrhythmus lagetyp normal xxxx unbestätigter bericht ,20,
 sinusrhythmus linkstyp st and t abnorm wahrscheinlich hochlaterale ischämie oder linksbelastung xxxx unbestätigter bericht ,12,
 sinusbradykardie ueberdrehter linkstyp linksanteriorer fascicular block unvollständiger rechtsschenkelblock xxxx unbestätigter bericht ,1,
 sinusrhythmus ueberdrehter linkstyp linksschenkelblock xxxx unbestätigter bericht ,18,
 sinusrhythmus ueberdrehter linkstyp linksanteriorer fascicular block unspezifisches abnormes t qt - verlängerung xxxx unbestätigter bericht ,1,
 tachykardes vorhofflimmern lagetyp normal unspezifisches abnormes t xxxx unbestätigter bericht ,9,
 sinusrhythmus av block i lagetyp normal qrs ( t ) abnormal anteroseptaler myokardschaden nicht auszuschliessen st and t abnormal wahrscheinlich anterolaterale ischämie oder linksbelastung inferolaterale ischämie oder linksbelastung ,1,
 supraventrikuläre arrhythmie linkstyp t abnorm in anterioren ableitungen inferioren ableitungen qt - verlängerung xxxx unbestätigter bericht ,1,
 vorhofflimmern - flattern ueberdrehter rechtstyp periphere niederspannung unspezifische intraventrikuläre leitungsstörung mässige amplitudenkriterien für linkshypertrophie qrs ( t ) abnorm hochlateraler infarkt t abnorm in lateralen ableitungen xxxx ,1,
 sinusrhythmus ueberdrehter rechtstyp linksposteriorer fascicular block qrs ( t ) abnormal hochlateraler infarkt möglich t abnormal in anterioren ableitungen ,1,
 sinusrhythmus linkstyp t abnorm in anterioren ableitungen xxxx unbestätigter bericht ,4,
 ventrikuläre extrasystole ( n ) tachykardes vorhofflimmern extrem ueberdrehter rechtstyp linksanteriorer fascicular block qrs ( t ) abnorm anteroseptaler infarkt wahrscheinlich alt xxxx unbestätigter bericht ,1,
 ventrikuläre extrasystole ( n ) sinusrhythmus lagetyp normal unspezifischer intraventrikulärer block qrs ( t ) abnorm inferiorer infarkt wahrscheinlich alt xxxx unbestätigter bericht ,1,
 supraventrikuläre extrasystole ( n ) sinusrhythmus lagetyp normal periphere niederspannung mässige amplitudenkriterien für linkshypertrophie unspezifisches abnormes t qt - verlängerung xxxx unbestätigter bericht ,1,
 sinusrhythmus ueberdrehter linkstyp linksanteriorer fascicular block qrs ( t ) abnorm anteroseptaler myokardschaden möglich t abnorm in inferioren ableitungen xxxx unbestätigter bericht ,1,
 sinusrhythmus ueberdrehter linkstyp qrs ( t ) abnormal lateraler infarkt wahrscheinlich alt kammerhypertrophie rvh moeglich pathologisch edit plmi ( pmi xxxx lmi xxxx sehyp xxxx ) ,1,['hypertrophy: right_ventricular_hypertrophy']
 sinusrhythmus av block i p - sinistrocardiale ueberdrehter linkstyp unspezifische intraventrikuläre leitungsstörung linkshypertrophie xxxx unbestätigter bericht ,1,
 sinusrhythmus lagetyp normal diskrete vorhofsüberlastung links ,1,
 supraventrikuläre extrasystole ( n ) sinusrhythmus p - sinistrocardiale lagetyp normal t abnorm in anterioren ableitungen xxxx unbestätigter bericht ,1,
 sinusrhythmus verdacht auf p - sinistrocardiale lagetyp normal mässige amplitudenkriterien für linkshypertrophie qrs ( t ) abnorm inferiorer myokardschaden möglich xxxx unbestätigter bericht ,3,
 ventrikuläre extrasystole ( n ) sinusrhythmus p - sinistrocardiale linkstyp qrs ( t ) abnorm anterolateraler infarkt alter unbest inferiorer infarkt wahrscheinlich alt xxxx unbestätigter bericht ,3,
 supraventrikuläre extrasystole ( n ) sinusrhythmus lagetyp normal t abnorm in inferioren ableitungen xxxx unbestätigter bericht ,1,
 sinusrhythmus lagetyp normal t zweigipflig in v2 ,1,
 sinusrhythmus lagetyp normal periphere niederspannung qrs ( t ) abnormal hochlateraler infarkt möglich ,4,
 sinustachykardie linkstyp st and t abnormal wahrscheinlich anteriore ischämie oder linksbelastung laterale ischämie oder linksbelastung inferolaterale ischämie oder linksbelastung ,1,
 sinustachykardie linkstyp st - senkung in avl i chron inferiorer infarkt möglich ,1,
 sinustachykardie p - sinistrocardiale lagetyp normal periphere niederspannung qrs ( t ) abnormal inferiorer myokardschaden nicht auszuschliessen st and t abnormal wahrscheinlich anterolaterale ischämie oder linksbelastung ,1,
 sinusrhythmus linkstyp r - s übergang in v ableitungen nach rechts verschoben sonst normales ecg xxxx unbestätigter bericht ,5,
 sinusrhythmus ueberdrehter linkstyp unvollständiger rechtsschenkelblock qrs ( t ) abnormal inferiorer infarkt wahrscheinlich alt ,1,
 sinustachykardie ueberdrehter linkstyp linksschenkelblock xxxx unbestätigter bericht ,1,
 vorhofflimmern - flattern schwierig bestimmbare qrs - achse t abnorm in anterolateralen ableitungen xxxx unbestätigter bericht ,1,
 sinusrhythmus linkstyp intraventr leitungsstörung in ii avf st - senkung in v2 v3 wahrscheinlich normales ecg ,1,
 sinusrhythmus lagetyp normal qt - verlängerung xxxx unbestätigter bericht ,12,
 sinusrhythmus linkstyp qrs ( t ) abnorm inferiorer infarkt alter unbest xxxx unbestätigter bericht ,40,
 sinusrhythmus verdacht auf p - sinistrocardiale lagetyp normal qrs ( t ) abnormal hochlateraler infarkt möglich ,2,
 sinusrhythmus ueberdrehter linkstyp st and t abnorm wahrscheinlich anterolaterale ischämie oder linksbelastung xxxx unbestätigter bericht ,2,
 ventrikuläre extrasystole ( n ) sinus arrhythmie p - sinistrocardiale lagetyp normal t abnorm in anterioren ableitungen xxxx unbestätigter bericht ,1,
 sinustachykardie lagetyp normal periphere niederspannung qrs ( t ) abnorm lateraler myokardschaden möglich inferiorer infarkt wahrscheinlich alt xxxx unbestätigter bericht ,1,
 tachykardes vorhofflimmern linkstyp intraventr leitungsstörung in ii avf chronisch inferiorer infarkt möglich st - hebung in v1 - v4 st - senkung in v5 v6 t neg in ii iii avf v5 v6 q in iii avf path ecg ,1,
 beschleunigter av - rhythmus lagetyp normal t abnorm in inferioren ableitungen qt - verlängerung xxxx unbestätigter bericht ,1,
 sinusrhythmus verdacht auf p - sinistrocardiale linkstyp qrs ( t ) abnorm anteroseptaler infarkt alter unbest t abnorm in anterioren ableitungen lateralen ableitungen inferioren ableitungen xxxx unbestätigter bericht ,1,
 sinusrhythmus verdacht auf p - sinistrocardiale linkstyp periphere niederspannung qrs ( t ) abnorm anterolateraler infarkt möglich inferiorer infarkt wahrscheinlich alt xxxx unbestätigter bericht ,1,
 tachykardes vorhofflimmern lagetyp normal qrs ( t ) abnormal anteroseptaler myokardschaden nicht auszuschliessen ,1,
 sinusrhythmus lagetyp normal intraventr leitungsstörung in iii avl diskrete st - hebung in v1 - v3 t spitz in v2 - v4 wahrscheinlich normales ecg ,1,
 vorhoftachykardie mittellagetyp vollständiger linksschenkelblock st - hebung in v1 v2 path repol bei lsbb digitalisveränderung gelegentlich kontroll - ecg path ecg ,1,
 sinusrhythmus lagetyp normal t abnorm in hochlateralen ableitungen xxxx unbestätigter bericht ,22,
 sinusrhythmus schwierig bestimmbare qrs - achse periphere niederspannung ,2,
 ventrikuläre extrasystole ( n ) sinusrhythmus lagetyp normal ,12,
 vorhofflimmern - flattern lagetyp normal unspezifisches abnormales t ,1,
 sinusbradykardie linkstyp t abnormal wahrscheinlich anterolateraler myokardschaden inferolateraler myokardschaden sportlerherz! ,1,
 sinusrhythmus lagetyp normal qrs ( t ) abnorm anterolateraler myokardschaden nicht auszuschliessen xxxx unbestätigter bericht ,9,
 sinusrhythmus p - verbreiterung lagetyp normal st and t abnorm wahrscheinlich inferiore ischämie oder linksbelastung xxxx unbestätigter bericht ,1,
 sinustachykardie rechtstyp linksposteriorer fascicular block unspezifisches abnormales t ,1,
 sinustachykardie p - dextrocardiale lagetyp normal st and t abnormal wahrscheinlich laterale ischämie oder linksbelastung inferolaterale ischämie oder linksbelastung ,1,
 sinusrhythmus av block i p - verbreiterung linkstyp qrs ( t ) abnorm inferiorer infarkt möglich xxxx unbestätigter bericht ,1,
 vorhofflimmern - flattern linkstyp unspezifischer intraventrikulärer block xxxx unbestätigter bericht ,1,
 ventrikuläre extrasystole ( n ) supraventrikuläre extrasystole ( n ) sinusrhythmus lagetyp normal qrs ( t ) abnorm inferiorer infarkt alter unbest xxxx unbestätigter bericht ,1,
 sinusrhythmus ueberdrehter linkstyp qrs ( t ) abnormal inferiorer infarkt möglich st and t abnormal wahrscheinlich hochlaterale ischämie oder linksbelastung ,1,
 sinusrhythmus lagetyp normal qrs ( t ) abnorm anteroseptaler infarkt wahrscheinlich alt st and t abnorm wahrscheinlich anterolaterale ischämie oder linksbelastung t abnorm in inferolateralen ableitungen xxxx unbestätigter be ,3,
 beschleunigter av - rhythmus lagetyp normal linksschenkelblock xxxx unbestätigter bericht ,1,
 supraventrikuläre arrhythmie linkstyp unspezifisches abnormes t qt - verlängerung xxxx unbestätigter bericht ,1,
 sinusrhythmus verdacht auf p - sinistrocardiale linkstyp r - s übergang in v ableitungen nach links verschoben qrs ( t ) abnorm anterolateraler myokardschaden möglich xxxx unbestätigter bericht ,1,
 sinusrhythmus lagetyp normal st and t abnorm wahrscheinlich anterolaterale ischämie oder linksbelastung t abnorm in inferolateralen ableitungen xxxx unbestätigter bericht ,5,
 sinusrhythmus verdacht auf p - sinistrocardiale ueberdrehter linkstyp qrs ( t ) abnorm anteroseptaler infarkt alter unbest t abnorm in hochlateralen ableitungen xxxx unbestätigter bericht ,1,
 sinusrhythmus verdacht auf p - sinistrocardiale lagetyp normal st and t abnorm wahrscheinlich anterolaterale ischämie oder linksbelastung inferolaterale ischämie oder linksbelastung xxxx unbestätigter bericht ,8,
 sinusrhythmus verdacht auf p - sinistrocardiale lagetyp normal st and t abnorm wahrscheinlich anterolaterale ischämie oder linksbelastung inferiore ischämie oder linksbelastung xxxx unbestätigter bericht ,1,
 sinusrhythmus p - sinistrocardiale lagetyp normal st and t abnorm wahrscheinlich anterolaterale ischämie oder linksbelastung inferolaterale ischämie oder linksbelastung xxxx unbestätigter bericht ,3,
 sinusbradykardie lagetyp normal intraventr leitungsstörung normales ecg ,1,
 sinusbradykardie lagetyp normal t abnorm in inferioren ableitungen xxxx unbestätigter bericht ,3,
 vorhofflimmern - flattern lagetyp normal st and t abnorm wahrscheinlich anterolaterale ischämie oder linksbelastung xxxx unbestätigter bericht ,1,
 sinus arrhythmie unspezifische intraventrikuläre leitungsstörung ,3,
 sinusrhythmus lagetyp normal r - s übergang in v ableitungen nach rechts verschoben qrs ( t ) abnorm inferiorer myokardschaden möglich xxxx unbestätigter bericht ,1,
 ventrikuläre extrasystole ( n ) supraventrikuläre extrasystole ( n ) sinusrhythmus lagetyp normal st and t abnorm wahrscheinlich inferiore ischämie oder linksbelastung t abnorm in hochlateralen ableitungen xxxx unbestätigter bericht ,1,
 ventrikuläre extrasystole ( n ) sinus arrhythmie linkstyp qrs ( t ) abnorm inferiorer infarkt alter unbest xxxx unbestätigter bericht ,1,
 ventrikuläre extrasystole ( n ) sinusrhythmus verdacht auf p - sinistrocardiale linkstyp qrs ( t ) abnorm inferiorer infarkt alter unbest xxxx unbestätigter bericht ,1,
 sinusbradykardie lagetyp normal unvollständiger rechtsschenkelblock qrs ( t ) abnorm inferiorer infarkt alter unbest xxxx unbestätigter bericht ,1,
 sinusrhythmus ueberdrehter linkstyp linksanteriorer fascicular block linkshypertrophie qrs ( t ) abnorm anteroseptaler infarkt wahrscheinlich alt xxxx unbestätigter bericht ,1,
 supraventrikuläre extrasystole ( n ) supraventrikuläre ersatzsystole ( n ) sinusrhythmus lagetyp normal periphere niederspannung qrs ( t ) abnorm inferiorer infarkt wahrscheinlich alt xxxx unbestätigter bericht ,1,
 sinusrhythmus p - sinistrocardiale lagetyp normal unvollständiger rechtsschenkelblock linkshypertrophie xxxx unbestätigter bericht ,1,
 sinus arrhythmie linkstyp qrs ( t ) abnorm inferiorer infarkt wahrscheinlich alt xxxx unbestätigter bericht ,3,
 supraventrikuläre extrasystole ( n ) sinusrhythmus lagetyp normal mässige amplitudenkriterien für linkshypertrophie unspezifisches abnormes t xxxx unbestätigter bericht ,1,
 sinusrhythmus linkstyp unspezifischer intraventrikulärer block qrs ( t ) abnorm inferiorer infarkt alter unbest xxxx unbestätigter bericht ,3,
 sinusrhythmus ueberdrehter linkstyp r - s übergang in v ableitungen nach links verschoben periphere niederspannung unspezifisches abnormes t xxxx unbestätigter bericht ,1,
 sinusrhythmus p - sinistrocardiale linkstyp unvollständiger rechtsschenkelblock unspezifisches abnormes t qt - verlängerung xxxx unbestätigter bericht ,1,
 ventrikuläre extrasystole ( n ) sinusrhythmus p - sinistrocardiale lagetyp normal xxxx unbestätigter bericht ,3,
