statement,occurences,proposed label
 sinus rhythm first degree av block pr interval xxxx seconds tracing otherwise normal ,1,['normal_sinus_rhythm']
 sinus rhythm voltages in precordial leads of left ventricular hypertrophy otherwise normal ,1,['normal_sinus_rhythm']
 sinus rhythm t wave inversion in lead iii - probably a normal variant otherwise normal ecg ,1,['normal_sinus_rhythm']
 sinus rhythm prolonged pr interval q wave in ii iii avf consistent with old inferior myocardial infarct compared with tracing of xxxx it is not significantly changed ,1,['normal_sinus_rhythm']
 sinus rhythm left ventricular hypertrophy otherwise no definite pathology leads v4 xxxx show artifact ,1,['normal_sinus_rhythm']
 sinus rhythm prolonged pr interval left axis deviation left anterior fascicular block non - specific t wave flattening in i avl ,1,['normal_sinus_rhythm']
 sinus rhythm minor non - specific st segment depression in v4 xxxx ,3,['normal_sinus_rhythm']
 sinus rhythm premature ventricular contractions bigeminy qs complex in v2 suggesting old anteroseptal myocardial infarct ,1,['normal_sinus_rhythm']
 sinus rhythm rightward axis otherwise normal ecg ,3,['normal_sinus_rhythm']
 premature atrial contraction ( s ) trigeminy sinus rhythm otherwise no definite pathology ,1,['normal_sinus_rhythm']
 sinus rhythm incomplete right bundle branch block this is probably a normal variant otherwise normal ecg edit norm xxxx irbbb ( norm xxxx irbbb ) ,3,['normal_sinus_rhythm']
 sinus rhythm normal ecg the p wave axis is unusual and the rhythm may derive from a supraventricular site other than the sa node ,1,['normal_sinus_rhythm']
 premature atrial contraction ( s ) sinus rhythm non specific st depression in lateral chest leads ,1,['normal_sinus_rhythm']
 premature atrial contraction ( s ) sinus rhythm left axis deviation low limb lead voltage qs complex in v2 xxxx consistent with old anteroseptal myocardial infarct ,1,['normal_sinus_rhythm']
 sinus rhythm prolonged pr interval qs complex in v2 consistent with old anteroseptal myocardial infarct st segments are depressed in v3 - xxxx t wave are low or flat in limb leads and v4 xxxx findings are likely to be due to ischaemic heart disea ,1,['normal_sinus_rhythm']
 sinus rhythm left axis deviation left anterior fascicular block st segments are depressed in i avl t wave are inverted in i ii avl v3 - xxxx findings are likely to be due to ischaemic heart disease they may represent anterolateral subendocardial in ,1,['normal_sinus_rhythm']
 sinus rhythm left axis deviation r - s transition zone in v leads displaced to the left left anterior fascicular block non - specific st and t wave change in i avl this may be due to lv strain or ischaemia ,1,['normal_sinus_rhythm']
 sinus rhythm t wave are low or flat in ii v2 xxxx t wave are inverted in iii avf v3 non - specific but consistent with myocardial ischaemia ,1,['normal_sinus_rhythm']
 sinus tachycardia non - specific t wave flattening in limb leads and v4 xxxx ,1,['sinus_tachycardia']
 sinus rhythm voltages are high in chest leads suggesting lvh t wave are low or flat in i avl v5 xxxx this may be due to lv strain or ischaemia ,1,['normal_sinus_rhythm']
 sinus rhythm voltages are high in chest leads suggesting lvh edit lvh xxxx sokolow xxxx ( m xxxx ) ( norm xxxx ) ,1,['normal_sinus_rhythm']
 premature ventricular contraction ( s ) premature atrial contraction ( s ) sinus rhythm q wave in ii iii avf suggesting old inferior myocardial infarct ,1,['normal_sinus_rhythm']
 sinus rhythm t wave are inverted in avl v2 xxxx t wave are flat in ii v5 xxxx findings are likely to be due to ischaemic heart disease the age of the change is uncertain prolonged qt this may be due to a drug effect or an electrolyte disturba ,1,['normal_sinus_rhythm']
 sinus rhythm left axis deviation left anterior fascicular block left ventricular hypertrophy st segments are depressed in i v5 xxxx q wave in v2 suggesting anteroseptal myocardial infarct of uncertain age in view of st segment elevation in v2 xxxx r ,1,['normal_sinus_rhythm']
 sinus rhythm qs complex in v2 t wave are inverted in v2 xxxx and flat in i avl v5 xxxx consistent with ischaemic heart disease with antero - septal myocardial infarct probably old ,1,['normal_sinus_rhythm']
 sinus rhythm prolonged pr interval left axis deviation left anterior fascicular block right bundle branch block this patient has trifascicular block and may be at increased risk of developing complete av block ,2,['normal_sinus_rhythm']
 sinus rhythm possible left atrial enlargement left ventricular hypertrophy ,1,['normal_sinus_rhythm']
 sinus arrhythmia st segments are elevated in v2 - xxxx this is probably a normal variant otherwise normal ecg ,1,['sinus_arrhythmia']
 sinus rhythm prolonged pr interval q wave in ii iii avf st segments are depressed in i avl v4 xxxx t wave are low or flat in limb leads and v4 xxxx consistent with ischaemic heart disease with old inferior myocardial infarct ,1,['normal_sinus_rhythm']
 sinus rhythm incomplete right bundle branch block q wave in ii iii avf consistent with old inferior myocardial infarct ,3,['normal_sinus_rhythm']
 sinus rhythm prolonged pr interval left axis deviation left anterior fascicular block right bundle branch block trifascicular block compared with tracing of xxxx it is not significantly changed ,1,['normal_sinus_rhythm']
 premature atrial contraction ( s ) sinus rhythm no definite pathology edit ivcb xxxx rsriii avf ( norm xxxx ivcb ) ,1,['normal_sinus_rhythm']
 sinus bradycardia otherwise normal ecg the bradycardia may be physiological ,5,['sinus_bradycardia']
 sinus rhythm prolonged pr interval left axis deviation q wave in ii iii avf v3 - xxxx st segments are elevated in these leads t wave are inverted in i avl v6 consistent with inferolateral and anterior myocardial infarct which may be recent ,1,['normal_sinus_rhythm']
 sinus tachycardia prolonged pr interval low limb lead voltage non - specific st and t wave change in anterolateral leads ,1,['sinus_tachycardia']
 sinus rhythm normal ecg edit norm xxxx qiii ( norm xxxx ) ,3,['normal_sinus_rhythm']
 sinus rhythm slightly prolonged qt this may be due to a drug effect or an electrolyte disturbance ,3,['normal_sinus_rhythm']
 sinus rhythm no definite pathology edit ivcb xxxx sokolow xxxx qsv1 - xxxx ( asmi xxxx lvh xxxx isc_ ) ,1,['normal_sinus_rhythm']
 sinus tachycardia frequent premature atrial contractions possible chaotic atrial rhythm right superior axis deviation left anterior fascicular block right bundle branch block bifascicular block ,1,['sinus_tachycardia']
 sinus rhythm normal ecg edit norm xxxx isc ( norm xxxx ) ,1,['normal_sinus_rhythm']
 sinus rhythm st segments are elevated in v2 - xxxx this is probably a normal variant no definite pathology suggest repeat if clinically indicated ,1,['normal_sinus_rhythm']
 premature atrial contraction ( s ) sinus rhythm left axis deviation left anterior fascicular block non - specific t wave flattening in v5 xxxx ,1,['normal_sinus_rhythm']
 sinus rhythm voltages are high in chest leads suggesting lvh t wave are low or flat in limb leads and inverted in v4 xxxx st segments are depressed in v4 xxxx this may be due to lv strain or ischaemia ,1,['normal_sinus_rhythm']
 premature atrial contraction ( s ) sinus arrhythmia st segments are depressed and t wave inverted in i avl v5 xxxx findings are likely to be due to ischaemic heart disease the age of the change is uncertain ,1,['sinus_arrhythmia']
 sinus rhythm minor non - specific t wave flattening in v3 xxxx ,3,['normal_sinus_rhythm']
 sinus rhythm normal ecg edit norm xxxx sokolow xxxx ( norm xxxx ) ,2,['normal_sinus_rhythm']
 sinus rhythm normal ecg edit norm irbbb alter asmi nicht auszuschließen ,1,['normal_sinus_rhythm']
 sinus rhythm left anterior fascicular block otherwise no definite pathology ,1,['normal_sinus_rhythm']
 premature ventricular contraction ( s ) premature atrial contraction ( s ) sinus rhythm left axis deviation left anterior fascicular block voltages are high in limb leads suggesting lvh st segments are depressed in i avl this may be due to lv strain or ,1,['normal_sinus_rhythm']
 sinus rhythm voltages are high in chest leads suggesting lvh non - specific st segment elevation in v2 xxxx ,1,['normal_sinus_rhythm']
 sinus rhythm st segments are slightly depressed in ii iii avf v4 xxxx this may be due to lv strain or ischaemia ,1,['normal_sinus_rhythm']
 premature atrial contraction ( s ) sinus rhythm qs complex in v2 and tiny r wave in v3 consistent with old anteroseptal myocardial infarct ,1,['normal_sinus_rhythm']
 sinus rhythm incomplete left bundle branch block qs complex in v2 and tiny r wave in v3 suggesting anteroseptal myocardial infarct st segments are depressed in v4 xxxx t wave are generally low findings are likely to be due to ischaemic heart ,1,['normal_sinus_rhythm']
 premature atrial contraction ( s ) bigeminy sinus rhythm normal ecg ,1,['normal_sinus_rhythm']
 sinus rhythm right axis deviation right bundle branch block q wave and t wave inversion in ii iii avf consistent with old inferior myocardial infarct ,1,['normal_sinus_rhythm']
 premature atrial contraction ( s ) sinus bradycardia voltages are high in chest leads suggesting lvh st segments are depressed in ii avf v4 xxxx this may be due to lv strain or ischaemia and digitalis effect the cause of the bradycardia is not evident ,1,['sinus_bradycardia']
 sinus rhythm poor anteroseptal r progression but no definite evidence of prior infarct in this region diffuse nonspecific st and t abnormality ischaemia is a possible cause but also consider electrolyte disturbance metabolic and other systemic causes ,1,['normal_sinus_rhythm']
 premature atrial contraction sinus rhythm left ventricular hypertrophy widespread deep anterior t inversion ischaemia is a likely cause but lv strain may be contributing ,1,['normal_sinus_rhythm']
 sinus rhythm voltages are high in limb leads suggesting lvh q wave in v2 suggesting anteroseptal infarct of uncertain age st segments are depressed in i ii avl v4 xxxx t wave are low or flat in these leads non - specific but consistent with myocar ,1,['normal_sinus_rhythm']
 sinus rhythm st segments are depressed in ii iii avf non - specific but consistent with myocardial ischaemia ,3,['normal_sinus_rhythm']
 sinus rhythm voltages of lvh otherwise normal ecg edit norm xxxx tachykardie sokolow xxxx ( lvh xxxx ) ,1,['normal_sinus_rhythm']
 premature ventricular contraction ( s ) sinus tachycardia ,1,['sinus_tachycardia']
 sinus rhythm normal ecg edit norm xxxx tachykardie ndt v3 schlechte qualität ,1,['normal_sinus_rhythm']
 sinus rhythm left axis deviation left anterior fascicular block non - specific st and t wave change compared with tracing of xxxx it is very similar except that atrial fibrillation has reverted to sinus rhythm ,1,['normal_sinus_rhythm']
 sinus rhythm premature atrial contraction ( s ) t wave are low or flat throughout findings are likely to be due to ischaemic heart disease suggest exclude hypokalaemia ,1,['normal_sinus_rhythm']
 sinus rhythm prolonged pr interval left axis deviation left anterior fascicular block voltages are high in limb leads suggesting lvh qs complex in v2 and tiny r wave in v3 suggesting old anteroseptal myocardial infarct st segments are depresse ,1,['normal_sinus_rhythm']
 sinus rhythm qs complex in v2 xxxx and q wave in v4 consistent with old anterior myocardial infarct q wave in i avl suggest possible old lateral infarct ,1,['normal_sinus_rhythm']
 sinus tachycardia incomplete right bundle branch block st segments are depressed in i ii avl v5 xxxx non - specific but consistent with myocardial ischaemia ,1,['sinus_tachycardia']
 sinus rhythm probable left atrial enllargement left axis deviation atypical left bundle branch block ,1,['normal_sinus_rhythm']
 sinus rhythm prolonged pr interval non - specific t wave flattening in v4 xxxx myocardial ischaemia is likely ,1,['normal_sinus_rhythm']
 sinus rhythm left axis deviation low limb lead voltage possible left ventricular hypertrophy ,1,['normal_sinus_rhythm']
 sinus rhythm left atrial enlargement left ventricular hypertrophy st and t abnormality consider anterolateral ischemia or left ventricular strain possible old inferior infarct edit imi xxxx lvh xxxx isc_ sokolow xxxx ( imi xxxx lvh xxxx isc_ ) ,1,['normal_sinus_rhythm']
 sinus rhythm compared with tracing of xxxx and xxxx t wave have become upright in v5 but otherwise it is very similar ,1,['normal_sinus_rhythm']
 sinus rhythm no definite pathology edit norm xxxx rsriii avf ,1,['normal_sinus_rhythm']
 sinus rhythm qs complex in v2 old anteroseptal infarct cannot be excluded ,2,['normal_sinus_rhythm']
 sinus tachycardia otherwise normal ecg edit tachykardie rsriii ,1,['sinus_tachycardia']
 sinus rhythm possible left atrial enlargement incomplete right bundle branch block ,1,['normal_sinus_rhythm']
 premature ventricular contraction ( s ) sinus rhythm left axis deviation left anterior fascicular block voltages are high in limb leads suggesting lvh st segments are depressed in i avl this may be due to lv strain or ischaemia ,1,['normal_sinus_rhythm']
 sinus bradycardia t wave are low or flat in limb leads and v5 xxxx myocardial ischaemia is likely the cause of the marked bradycardia is not evident ,1,['sinus_bradycardia']
 premature ventricular contraction ( s ) sinus rhythm low limb lead voltage non - specific st and t wave change there is very slight st segment elevation and t wave inversion in ii iii avf this is difficult to assess because of the very low voltages in thes ,1,['normal_sinus_rhythm']
 sinus rhythm non - specific intraventricular block st segments are depressed in i ii avl v4 xxxx t wave are flat in i v4 xxxx and inverted in avl this may be due to lv strain or ischaemia possible old inferior myocardial infarct ,1,['normal_sinus_rhythm']
 sinus arrhythmia left axis deviation left anterior fascicular block st segments are depressed and t wave inverted in i ii avl v4 xxxx this may be due to lv strain or ischaemia ,1,['sinus_arrhythmia']
 premature atrial contraction ( s ) sinus rhythm otherwise normal ecg edit norm xxxx ( norm xxxx ) ,3,['normal_sinus_rhythm']
 premature atrial contraction ( s ) sinus tachycardia left ventricular hypertrophy st segments are depressed in i avl v4 xxxx t wave are low in these leads this may be due to lv strain or ischaemia ,1,['sinus_tachycardia']
 sinus rhythm anterior st and t wave change consistent with ischaemia possible old inferior myocardial infarct ,1,['normal_sinus_rhythm']
 sinus rhythm left atrial enlargement left axis deviation q wave and t wave inversion in ii iii avf consistent with old inferior myocardial infarct non - specific t wave flattening in i avl v6 ,1,['normal_sinus_rhythm']
 sinus arrhythmia q wave in ii iii avf consistent with old inferior myocardial infarct ,1,['sinus_arrhythmia']
 sinus rhythm premature ventricular contraction ( s ) bigeminy left axis deviation voltages are high in limb leads suggesting lvh poor progression of r wave in anterior chest leads suggesting old anterior myocardial infarct non - specific st and t wave ch ,1,['normal_sinus_rhythm']
 sinus rhythm left atrial enlargement left bundle branch block this is most commonly due to ischaemic heart disease ,2,['normal_sinus_rhythm']
 sinus rhythm left axis deviation left anterior fascicular block qs complex in v2 and tiny r wave in v3 suggesting old anteroseptal myocardial infarct ,3,['normal_sinus_rhythm']
 sinus rhythm left anterior fascicular block right bundle branch block bifascicular block pr interval is normal ,1,['normal_sinus_rhythm']
 sinus tachycardia possible old inferior myocardial infarct otherwise no definite pathology ,1,['sinus_tachycardia']
 sinus rhythm qs complex in v2 and tiny r wave in v3 suggesting old anteroseptal myocardial infarct ,3,['normal_sinus_rhythm']
 sinus rhythm non - specific t wave flattening in v3 - xxxx myocardial ischaemia is likely prolonged qt this may be due to a drug effect or an electrolyte disturbance ,1,['normal_sinus_rhythm']
 sinus rhythm prolonged pr interval st segments are depressed in iii avf v6 t wave are low or flat in limb leads and v6 non - specific but consistent with myocardial ischaemia ,1,['normal_sinus_rhythm']
 sinus rhythm left axis deviation non - specific intraventricular delay ,1,['normal_sinus_rhythm']
 sinus rhythm left axis deviation left anterior fascicular block widespread non - specific t wave flattening ,1,['normal_sinus_rhythm']
 sinus rhythm possible left atrial enlargement right bundle branch block voltages are high in limb leads suggesting lvh ,1,['normal_sinus_rhythm']
 sinus rhythm possible left atrial enlargement left bundle branch block this is most commonly due to ischaemic heart disease ,1,['normal_sinus_rhythm']
 sinus rhythm premature atrial contraction ( s ) incomplete right bundle branch block possible old inferior infarct non - specific t wave flattening in i avl v6 ,1,['normal_sinus_rhythm']
 sinus rhythm q wave in v2 and qs complex in v3 consistent with old anteroseptal myocardial infarct ,1,['normal_sinus_rhythm']
 sinus rhythm prolonged pr interval left axis deviation qs complex in and st segment elevation in ii iii avf v2 - xxxx consistent with anterior and inferolateral myocardial infarcts which appear recent ,1,['normal_sinus_rhythm']
 sinus rhythm rightward axis possible left posterior fascicular block incomplete right bundle branch block ,1,['normal_sinus_rhythm']
 premature atrial contraction ( s ) sinus rhythm pr interval is prolonged ( xxxx sec ) right bundle branch block ,1,['normal_sinus_rhythm']
 sinus rhythm minor non - specific t wave flattening in i avl ,4,['normal_sinus_rhythm']
 sinus rhythm st segments are depressed in i avl t wave are low or flat in i v4 xxxx t wave are slightly inverted in avl v2 xxxx findings are likely to be due to ischaemic heart disease ,1,['normal_sinus_rhythm']
 premature ventricular contraction ( s ) premature atrial contraction ( s ) sinus tachycardia left axis deviation left anterior fascicular block st segments are elevated in ii iii avf and to a minimal degree in v5 xxxx early inferolateral myocardial infa ,1,['sinus_tachycardia']
 sinus rhythm t wave are low or flat in v3 xxxx and slightly inverted in v2 non - specific but consistent with myocardial ischaemia the age of the change is uncertain ,1,['normal_sinus_rhythm']
 sinus rhythm st segments are depressed in i ii iii avf v4 xxxx t wave are inverted in i avl v3 - xxxx findings are likely to be due to ischaemic heart disease the significance of st segment elevation in v2 xxxx is uncertain recent damage cannot be e edit injas lvh xxxx isc sokolow xxxx ( injas xxxx lvh xxxx isc_ ) ,1,['normal_sinus_rhythm']
 sinus rhythm incomplete right bundle branch block otherwise normal ecg edit norm xxxx irbbb ( norm xxxx irbbb ) ,6,['normal_sinus_rhythm']
 sinus rhythm incomplete left bundle branch block t wave are inverted in i ii iii avl avf v3 - xxxx findings are likely to be due to ischaemic heart disease the age of the change is uncertain ,1,['normal_sinus_rhythm']
 premature ventricular contraction ( s ) sinus rhythm voltages are high in chest leads suggesting lvh otherwise normal ecg ,1,['normal_sinus_rhythm']
 sinus bradycardia the bradycardia may be due to beta - blocker therapy prolonged pr interval ,1,['sinus_bradycardia']
 sinus rhythm prolonged pr interval q wave in ii iii avf consistent with old inferior myocardial infarct minor non - specific t wave flattening in i avl ,1,['normal_sinus_rhythm']
 sinus rhythm non - specific t wave flattening in limb leads and v4 xxxx myocardial ischaemia is likely suggest exclude hypokalaemia ,1,['normal_sinus_rhythm']
 premature atrial contraction ( s ) sinus rhythm left axis deviation left anterior fascicular block st segments are depressed in i avl t wave are flat in i and inverted in avl this may be due to lv strain or ischaemia ,1,['normal_sinus_rhythm']
 premature ventricular contraction ( s ) sinus tachycardia voltages are high in chest leads suggesting lvh qs complex in v2 and small r wave in v3 suggesting old anteroseptal myocardial infarct non - specific t wave inversion in i avl ,1,['sinus_tachycardia']
 sinus rhythm left axis deviation left anterior fascicular block tiny r wave in v2 xxxx suggesting old anteroseptal infarct st segments are depressed in i avl v4 xxxx this may be due to lv strain or ischaemia ,1,['normal_sinus_rhythm']
 sinus tachycardia voltages in limb leads are at upper limit st segments are depressed in i avl t wave are inverted in i avl and flat in v4 xxxx this may be due to lv strain or ischaemia ,1,['sinus_tachycardia']
 sinus rhythm st segments are depressed in i v5 xxxx t wave are flat in limb leads and v4 and inverted in v5 xxxx this may be due to lv strain or ischaemia ,1,['normal_sinus_rhythm']
 premature atrial contraction ( s ) sinus rhythm st segments are depressed and t wave inverted in ii iii avf non - specific but consistent with inferior myocardial ischaemia ,1,['normal_sinus_rhythm']
 sinus rhythm t wave are low or flat in limb leads and v3 - xxxx myocardial ischaemia is likely suggest exclude hypokalaemia particularly as qt interval is prolonged ,1,['normal_sinus_rhythm']
 sinus rhythm st segments are depressed in ii iii avf v5 xxxx t wave are low flat or slightly inverted in limb leads and v5 xxxx non - specific but consistent with myocardial ischaemia ,1,['normal_sinus_rhythm']
 sinus rhythm voltages are high in limb leads suggesting lvh right bundle branch block initially there is complete right bundle branch block then there is a run of incomplete right bundle branch block ,1,['normal_sinus_rhythm']
 sinus rhythm minor non - specific t wave flattening in v5 xxxx ,5,['normal_sinus_rhythm']
 sinus rhythm right bundle branch block otherwise no definite pathology ,1,['normal_sinus_rhythm']
 sinus rhythm p wave are inconspicuous otherwise normal ecg ,1,['normal_sinus_rhythm']
 sinus rhythm left axis deviation left anterior fascicular block q wave in v2 old anteroseptal myocardial infarct cannot be excluded leads v4 xxxx show gross artifact ,1,['normal_sinus_rhythm']
 sinus tachycardia premature atrial contraction ( s ) st segments are depressed in v4 xxxx t wave are flat or slightly inverted in limb leads and v4 xxxx q wave in ii iii avf consistent with ischaemic heart disease with old inferior myocardial infarcti ,1,['sinus_tachycardia']
 sinus rhythm voltages are high in limb leads suggesting lvh borderline left axis deviation otherwise no definite pathology ,1,['normal_sinus_rhythm']
 sinus rhythm borderline left axis deviation non - specific t wave flattening in i v6 and inversion in avl ,1,['normal_sinus_rhythm']
 sinus rhythm voltages in chest leads are at upper limit no definite pathology ,11,['normal_sinus_rhythm']
 sinus tachycardia st segments are depressed in i ii avl v5 xxxx t wave are inverted in i ii avl v4 xxxx findings are likely to be due to ischaemic heart disease small r wave in v3 suggests possible old anteroseptal infarct ,1,['sinus_tachycardia']
 sinus rhythm st segments are depressed and t wave inverted in i avl v4 xxxx this may be due to lv strain or ischaemia edit injal xxxx ( injal ) ,1,['normal_sinus_rhythm']
 sinus rhythm r - s transition zone in v leads displaced to the right voltages are high in limb leads suggesting lvh otherwise normal ecg ,1,['normal_sinus_rhythm']
 premature ventricular contraction ( s ) premature atrial contraction ( s ) sinus tachycardia otherwise no definite pathology ,1,['sinus_tachycardia']
 sinus rhythm r - s transition zone in v leads displaced to the right no definite pathology ,10,['normal_sinus_rhythm']
 sinus rhythm left axis deviation left anterior fascicular block left atrial enlargement t wave abnormality in high lateral leads this is non - specific ,1,['normal_sinus_rhythm']
 sinus rhythm no definite pathology edit norm xxxx irbbb ( norm xxxx irbbb ) ,2,['normal_sinus_rhythm']
 sinus rhythm t wave are low or flat in i avl v4 xxxx non - specific but consistent with myocardial ischaemia ,1,['normal_sinus_rhythm']
 sinus rhythm minor non - specific t wave flattening in i avl v6 ,3,['normal_sinus_rhythm']
 sinus rhythm qs complex in v2 suggesting old anteroseptal imfarct st segments are depressed in i ii avf v4 xxxx t wave are low or flat in these leads and inverted in avl this may be due to lv strain or ischaemia ,1,['normal_sinus_rhythm']
 sinus rhythm voltages are high in limb leads suggesting lvh small q and r wave and st segment elevation in v2 xxxx suggest anteroseptal damage which may be recent ,1,['normal_sinus_rhythm']
 sinus rhythm t wave are flat in ii and inverted in iii avf v5 xxxx non - specific but consistent with myocardial ischaemia ,1,['normal_sinus_rhythm']
 premature ventricular contraction ( s ) sinus rhythm prolonged pr interval left axis deviation q wave in v2 consistent with old anteroseptal myocardial infarct st segments are depressed and t wave inverted in i avl v4 xxxx this may be due t ,1,['normal_sinus_rhythm']
 sinus tachycardia left axis deviation st segments are elevated and t wave inverted in v1 xxxx consistent with anteroseptal myocardial infarct which appears recent ,1,['sinus_tachycardia']
 sinus bradycardia st segments are depressed in i avl v5 xxxx t wave are low or flat in limb leads and inverted in v4 xxxx this may be due to lv strain or ischaemia the cause of the bradycardia is not evident ,1,['sinus_bradycardia']
 sinus rhythm r - s transition zone in v leads displaced to the right voltages are high in limb leads suggesting lvh ,2,['normal_sinus_rhythm']
 sinus rhythm non - specific intraventricular block q wave in v1 - xxxx consistent with old anterior myocardial infarct ,1,['normal_sinus_rhythm']
 sinus rhythm voltages are high in limb leads suggesting lvh left axis deviation left anterior fascicular block qs complex in v2 and tiny r wave in v3 suggesting old anteroseptal myocardial infarct non - specific st segment depression in avl ,1,['normal_sinus_rhythm']
 sinus rhythm non - specific t wave flattening in v3 xxxx ,1,['normal_sinus_rhythm']
 sinus rhythm left axis deviation left ventricular hypertrophy otherwise normal ecg ,1,['normal_sinus_rhythm']
 sinus rhythm incomplete right bundle branch block no definite pathology ` ,1,['normal_sinus_rhythm']
 sinus rhythm voltages in limb leads are at upper limit st segments are depressed in i avl v5 t wave are low or flat in i v4 xxxx and inverted in avl this may be due to lv strain or ischaemia ,1,['normal_sinus_rhythm']
 sinus rhythm prolonged pr interval non - specific intraventricular block possible old anteroseptal myocardial infarct ,1,['normal_sinus_rhythm']
 sinus rhythm st segments are depressed in ii iii avf v3 - xxxx t wave are low or flat in v2 xxxx non - specific but consistent with myocardial ischaemia ,1,['normal_sinus_rhythm']
 sinus tachycardia right atrial enlargement edit rao ( rao ) ,1,['sinus_tachycardia']
 sinus rhythm voltages in limb leads are at upper limit no definite pathology ,13,['normal_sinus_rhythm']
 sinus rhythm st segments are depressed in i ii iii avf v3 - xxxx t wave are low or flat in inferolateral leads this may be due to lv strain or ischaemia ,1,['normal_sinus_rhythm']
 sinus rhythm prolonged pr interval possible left atrial enlargement slightly prolonged qt this may be due to a drug effect or an electrolyte disturbance ,1,['normal_sinus_rhythm']
 sinus rhythm qs complex in v2 and q wave in v3 consistent with old anteroseptal myocardial infarct q wave in ii iii avf consistent with old inferior myocardial infarct ,1,['normal_sinus_rhythm']
 sinus rhythm r - s transition zone in v leads displaced to the right t wave are inverted in i ii avl v2 - xxxx findings are likely to be due to ischaemic heart disease they may represent subendocardial infarct of uncertain age edit injas injal sokolow xxxx ( injas injal ) ,1,['normal_sinus_rhythm']
 sinus rhythm st segments are slightly depressed in i avl v4 xxxx t wave are flat in these leads this may be due to lv strain or ischaemia q wave in v2 old anteroseptal infarct cannot be excluded ,1,['normal_sinus_rhythm']
 premature atrial contraction ( s ) sinus rhythm otherwise no definite pathology ,5,['normal_sinus_rhythm']
 sinus rhythm t wave are inverted in avl v2 - xxxx and flat in i v6 findings are likely to be due to ischaemic heart disease slightly prolonged qt this may be due to a drug effect or an electrolyte disturbance ,1,['normal_sinus_rhythm']
 premature atrial contraction ( s ) sinus arrhythmia left atrial enlargement prolonged pr interval abnormal left axis deviation left anterior fascicular block incomplete right bundle branch block old anteroseptal infarct probable old inferior infarct ,1,['sinus_arrhythmia']
 sinus rhythm prolonged pr interval left bundle branch block this is most commonly due to ischaemic heart disease ,4,['normal_sinus_rhythm']
 sinus rhythm borderline left ventricular hypertrophy anterolateral st and t wave change which suggest myocardial ischaemia or non q wave infarct edit injas xxxx lvh xxxx isc sokolow xxxx ( injan injas lvh xxxx ) ,1,['normal_sinus_rhythm']
 sinus rhythm acute inferolateral infarct with true posterior involvement ,1,['normal_sinus_rhythm']
 sinus rhythm left atrial enlargement left axis deviation extensive anterior infarct probably old non - specific t wave flattening in inferior leads ,1,['normal_sinus_rhythm']
 sinus rhythm left atrial enlargement left axis deviation extensive anterior infarct probably old t wave flattening in inferior leads compared with tracing of xxxx it is very similar slight differences in chest leads may be positional ,1,['normal_sinus_rhythm']
 sinus rhythm prolonged pr interval st segments are depressed in i ii avl v2 - xxxx non - specific but consistent with myocardial ischaemia ,1,['normal_sinus_rhythm']
 premature ventricular contraction ( s ) bigeminy sinus rhythm prolonged pr interval possible left atrial enlargement non - specific intraventricular block left ventricular hypertrophy ,1,['normal_sinus_rhythm']
 sinus rhythm non - specific intraventricular block left ventricular hypertrophy ,3,['normal_sinus_rhythm']
 sinus rhythm no definite pathology edit norm xxxx sokolow xxxx ( norm xxxx ) ,1,['normal_sinus_rhythm']
 sinus rhythm no definite pathology edit norm xxxx isolierte schmale qiii ( norm xxxx ) ,1,['normal_sinus_rhythm']
 sinus rhythm st segments are depressed in i ii v4 xxxx t wave are low or flat throughout findings are likely to be due to ischaemic heart disease suggest exclude hypokalaemia ,1,['normal_sinus_rhythm']
 sinus tachycardia low limb lead voltage small r wave in v2 xxxx old anteroseptal infarct cannot be excluded t wave are flat or slightly inverted in limb leads an non - specific but consistent with myocardial ischaemia there is much artifact which could ,1,['sinus_tachycardia']
 sinus rhythm left axis deviation left anterior fascicular block q wave in v2 suggesting old anteroseptal infarct non - specific st segment elevation in ii iii avf of uncertain significance ,1,['normal_sinus_rhythm']
 rhythm is basically sinus rhythm is very irregular suggesting sinus node dysfunction right bundle branch block ,1,['normal_sinus_rhythm']
 sinus rhythm prolonged pr interval voltages are high in limb leads suggesting lvh t wave are flat in i v6 and inverted in avl this may be due to lv strain or ischaemia ,1,['normal_sinus_rhythm']
 sinus rhythm t wave are low or flat in i ii avl v5 xxxx non - specific but consistent with myocardial ischaemia ,1,['normal_sinus_rhythm']
 sinus rhythm non - specific t wave flattening in i avl v5 xxxx myocardial ischaemia is a possible cause ,1,['normal_sinus_rhythm']
 sinus rhythm left axis deviation low limb lead voltage left anterior fascicular block minor non - specific t wave flattening ,1,['normal_sinus_rhythm']
 sinus rhythm left axis deviation left anterior fascicular block right bundle branch block bifascicular block pr interval is normal tracing is very similar to that submitted dated xxxx ,1,['normal_sinus_rhythm']
 sinus bradycardia q wave in ii iii avf consistent with old inferior myocardial infarct the cause of the bradycardia is not evident ,1,['sinus_bradycardia']
 sinus rhythm right bundle branch block possible old inferior infarct ,4,['normal_sinus_rhythm']
 sinus rhythm low limb lead voltage tiny r wave in v2 xxxx old anteroseptal infarct cannot be excluded minor non - specific st segment depression in v5 xxxx edit asmi xxxx ( asmi xxxx ) ,1,['normal_sinus_rhythm']
 sinus rhythm non - specific t wave flattening in i avl v6 ,5,['normal_sinus_rhythm']
