statement,occurences,proposed label
 atrial fibrillation with rapid ventricular response st segments are depressed in i ii avl avf v2 - xxxx t wave are low in limb leads and v5 xxxx findings are likely to be due to ischaemic heart disease and digitalis effect ,1,['atrial_fibrillation']
 premature ventricular contraction ( s ) atrial fibrillation incomplete right bundle branch block t wave are inverted in v2 xxxx st segments are depressed in v1 - xxxx findings are likely to be due to ischaemic heart disease the age of the change is uncert ,1,['atrial_fibrillation']
 atrial fibrillation with rapid ventricular response st segments are depressed in v5 xxxx t wave are low or flat in limb leads and v5 xxxx findings are likely to be due to ischaemic heart disease ,1,['atrial_fibrillation']
 sinus rhythm voltages in limb leads are at upper limit no definite pathology edit norm rsiii ( norm xxxx ) ,1,['atrial_tachycardia']
 atrial fibrillation left ventricular hypertrophy qs complex in v2 old anteroseptal infarct cannot be excluded st segments are depressed and t wave inverted in i ii avl v4 xxxx this may be due to lv strain or ischaemia ,1,['atrial_fibrillation']
 atrial fibrillation with rapid ventricular response left axis deviation non - specific intraventricular delay left ventricular hypertrophy qs complex in v2 xxxx consistent with old anteroseptal myocardial infarct non - specific st and t wave change in la ,1,['atrial_fibrillation']
 sinus rhythm premature atrial contraction ( s ) left axis deviation left anterior fascicular block voltages in limb leads are at upper limit ,1,['atrial_tachycardia']
 sinus rhythm st segments are depressed in i ii avl v4 xxxx t wave are low or flat throughout non - specific but consistent with myocardial ischaemia and digitalis effect suggest exclude hypokalaemia pr interval is at upper limit of normal ,1,['atrial_tachycardia']
 atrial fibrillation voltages are high in chest leads suggesting lvh otherwise no definite pathology ,1,['atrial_fibrillation']
 atrial fibrillation with rapid ventricular response st segments are depressed in i ii avl avf v2 - xxxx t wave are flat or slightly inverted in these leads findings are likely to be due to ischaemic heart disease and digitalis effect ,1,['atrial_fibrillation']
 atrial fibrillation left axis deviation left anterior fascicular block st segments are depressed in i avl this may be due to lv strain or ischaemia ,1,['atrial_fibrillation']
 premature atrial contraction ( s ) sinus rhythm prolonged pr interval voltages are high in limb leads suggesting lvh left axis deviation left anterior fascicular block right bundle branch block patient has trifascicular block and may be at increased r ,1,['atrial_tachycardia']
 atrial fibrillation t wave are flat in limb leads and inverted in v4 xxxx findings are likely to be due to ischaemic heart disease ,1,['atrial_fibrillation']
 sinus rhythm normal ecg compared with tracing of earlier today it is not significantly changed except that atrial premature complex are not recorded on this occasion ,1,['premature_atrial_complex']
 atrial fibrillation non - specific t wave flattening in i avl ,1,['atrial_fibrillation']
 sinus rhythm dropped complex due to blocked atrial premature complex otherwise normal ecg as before ,1,['premature_atrial_complex']
 atrial fibrillation st segments are depressed in i ii avf v4 xxxx t wave are low or flat throughout and inverted in iii avf findings are likely to be due to ischaemic heart disease and digitalis effect ,1,['atrial_fibrillation']
 premature ventricular contraction ( s ) interpolated vpb noted sinus rhythm voltages in chest leads are at upper limit st segments are depressed in ii iii avf non - specific but consistent with myocardial ischaemia ,1,['atrial_tachycardia']
 sinus rhythm voltages in limb leads are at upper limit non - specific t wave flattening in i and inversion in avl ,1,['atrial_tachycardia']
 atrial fibrillation minor non - specific st segment depression in v5 xxxx ,1,['atrial_fibrillation']
 atrial fibrillation with rapid ventricular response st segments are depressed in i ii avl v4 xxxx t wave are low in these leads findings are likely to be due to ischaemic heart disease and digitalis effect ,1,['atrial_fibrillation']
 atrial fibrillation with rapid ventricular response incomplete right bundle branch block non - specific st and t wave change ,1,['atrial_fibrillation']
 sinus rhythm pr interval is at upper limit of normal r - s transition zone in v leads displaced to the right no definite pathology ,1,['atrial_tachycardia']
 rhythm is atrial tachycardia with xxxx av block this is difficult to discern except in lead v1 left axis deviation qs complex in v2 xxxx consistent with old anterior myocardial infarct non - specific st and t wave change ,1,['atrial_tachycardia']
 atrial fibrillation st segments are depressed in ii iii avf v4 xxxx t wave are flat in i v5 xxxx findings are likely to be due to ischaemic heart disease and digitalis effect ,1,['atrial_fibrillation']
 premature ventricular contraction ( s ) atrial fibrillation st segments are depressed and t wave inverted in i ii avl v4 xxxx this may be due to lv strain or ischaemia and digitalis effect ,1,['atrial_fibrillation']
 atrial fibrillation t wave are flat inverted or slightly biphasic in limb leads and v4 xxxx findings are likely to be due to ischaemic heart disease ,1,['atrial_fibrillation']
 atrial fibrillation left axis deviation qs complex in v2 xxxx consistent with old anterior myocardial infarct q wave in ii iii avf consistent with old inferior myocardial infarct st segments are depressed in i avl v5 xxxx t wave are i ,1,['atrial_fibrillation']
 atrial fibrillation with rapid ventricular response voltages are high in chest leads suggesting lvh non - specific st and t wave change in inferolateral leads ,1,['atrial_fibrillation']
 sinus rhythm voltages in limb leads are at upper limit left axis deviation left anterior fascicular block ,1,['atrial_tachycardia']
 atrial fibrillation with rapid ventricular response st segments are depressed in i v5 xxxx non - specific but consistent with myocardial ischaemia ,1,['atrial_fibrillation']
 atrial fibrillation st segments are depressed in i avl t wave are low in these leads non - specific but consistent with myocardial ischaemia and digitalis effect ,1,['atrial_fibrillation']
 sinus rhythm prominent qrs voltages and nonspecific t flattening in lead iii these are not definite abnormality at this age but some degree of lv hypertrophy cannot be excluded ,1,['atrial_tachycardia']
 atrial fibrillation with rapid ventricular response low limb lead voltage t wave are inverted in ii iii avf and flat in i v6 non - specific but consistent with myocardial ischaemia the age of the change is uncertain ,1,['atrial_fibrillation']
 atrial fibrillation with rapid ventricular response minor non - specific st and t wave change ,1,['atrial_fibrillation']
 regular rhythm no definite p wave found rhythm is probably junctional left anterior fascicular block right bundle branch block bifascicular block patient may be at increased risk of developing complete av block ,1,['atrial_tachycardia']
 atrial flutter - fibrillation with fast ventricular response vertical heart query respiratory disease no ecg evidence of ischaemia ,1,['atrial_flutter']
 atrial fibrillation with controlled ventricular response extensive old anterior inarct envolving lateral leads no ecg evidence of recent ischaemia ,1,['atrial_fibrillation']
 sinusrhythmus lagetyp normal unspezifischer intraventrikulärer block möglicherweise wpw typ b linkshypertrophie qrs ( t ) abnormal inferiorer myokardschaden nicht auszuschliessen ,1,['wolff_parkinson_white']
 atrial fibrillation premature ventricular contraction ( s ) left axis deviation voltages in limb leads are at upper limit q wave in v2 xxxx st segments are depressed in i ii avl v4 xxxx t wave are low or flat in i v2 - xxxx consistent with ischaemic hear ,2,"['atrial_tachycardia', 'atrial_fibrillation']"
 atrial flutter with xxxx av block probable old inferior myocardial infarct probable old anteroseptal myocardial infarct mild non - specific intraventricular delay ,1,['atrial_flutter']
 sinus rhythm prolonged pr interval left anterior fascicular block right bundle branch block this patient has trifascicular block and may be at increased risk of developing complete av block ,1,['atrial_tachycardia']
 atrial fibrillation with rapid ventricular response borderline left axis deviation ,1,['atrial_fibrillation']
 sinusrhythmus möglicherweise wpw typ b linkstyp qrs ( t ) abnorm inferiorer infarkt wahrscheinlich alt st and t abnorm wahrscheinlich anteriore ischämie oder linksbelastung laterale ischämie oder linksbelastung xxxx unbes ,1,['wolff_parkinson_white']
 atrial fibrillation left axis deviation left anterior fascicular block qs complex in v2 - xxxx consistent with old anterolateral infarct ,1,['atrial_fibrillation']
 sinusrhythmus linkstyp rechtsschenkelblock wpw typ a ,2,['wolff_parkinson_white']
 atrial fibrillation with slow ventricular response st segments are depressed in i ii iii avf v4 xxxx non - specific but consistent with myocardial ischaemia and digitalis effect ,1,['atrial_fibrillation']
 sinus rhythm voltages in chest leads are at upper limit non - specific t wave flattening in i avl ,1,['atrial_tachycardia']
 atrial fibrillation with rapid ventricular response st segments are depressed in i ii avf v3 - xxxx t wave are low or flat in inferolateral leads findings are likely to be due to ischaemic heart disease and digitalis effect ,1,['atrial_fibrillation']
 atrial fibrillation with rapid ventricular response rightward axis r - s transition zone in v leads displaced to the left possible left posterior fascicular block incomplete right bundle branch block non - specific t wave inversion in i avl v2 ,1,['atrial_fibrillation']
 atrial fibrillation with slow ventricular response st segments are depressed and t wave inverted in i ii avl v5 xxxx this may be due to lv strain or ischaemia and digitalis effect ,1,['atrial_fibrillation']
 pat upplysningar saknas!! sinusrytm gammal anterior - och lateral myokardskada gammal inferior myokardskada ,1,['atrial_tachycardia']
 atrial fibrillation premature ventricular contraction ( s ) st segments are depressed in i ii avf v2 - xxxx t wave are flat or slightly inverted throughout findings are likely to be due to ischaemic heart disease and digitalis effect suggest exclude hyp ,1,['atrial_fibrillation']
 atrial fibrillation left axis deviation non - specific intraventricular block qs complex in v3 xxxx t wave are inverted in i avl consistent with lateral myocardial infarct probably old ,1,['atrial_fibrillation']
 atrial fibrillation with rapid ventricular response qs complex in v2 and tiny r wave in v3 consistent with old anteroseptal myocardial infarct st segments are depressed in i ii avl v4 xxxx t wave are low or flat in these leads this may be ,1,['atrial_fibrillation']
 atrial fibrillation st segments are depressed in i ii v4 xxxx this may be due to lv strain or ischaemia and digitalis effect ,1,['atrial_fibrillation']
 atrial fibrillation st segments are depressed in i ii avl v3 - xxxx t wave are low in these leads findings are likely to be due to ischaemic heart disease and digitalis effect ,1,['atrial_fibrillation']
 atrial fibrillation left axis deviation voltages are high in limb leads suggesting lvh q wave in v2 qs complex in v3 consistent with old anteroseptal myocardial infarct st segments are depressed in i avl v5 xxxx t wave are inverted in i av ,1,['atrial_fibrillation']
 sinus rhythm st segments are depressed in i avl v3 - xxxx t wave are low or flat in i avl v5 xxxx this may be due to lv strain or ischaemia compared with tracing of xxxx rhythm was previously atrial fibrillation st and t wave change now less mar ,1,['atrial_fibrillation']
 atrial fibrillation with rapid ventricular response non - specific intraventricular delay poor progression of r wave in anterior chest leads generalized st and t wave change which are non - diagnostic ,1,['atrial_fibrillation']
 atrial fibrillation st segments are depressed in i ii v3 - xxxx non - specific but consistent with myocardial ischaemia and digitalis effect ,1,['atrial_fibrillation']
 premature ventricular contraction ( s ) atrial fibrillation qs complex in v2 xxxx consistent with old anteroseptal myocardial infarct st segments are depressed and t wave inverted in i ii avl v4 xxxx this may be due to lv strain or ischaemia ,1,['atrial_fibrillation']
 sinus rhythm left axis deviation left anterior fascicular block right bundle branch block bifascicular block pr interval is at about upper limit of normal so that patient is verging on trifascicular block and may be at increased risk of developing c ,1,['atrial_tachycardia']
 rhythm is atrial flutter with variable av block non - specific t wave abnormality ,1,['atrial_flutter']
 atrial fibrillation non - specific st and t wave change these may be due to myocardial ischaemia and digitalis effect ,2,['atrial_fibrillation']
 sinusrhythmus ueberdrehter linkstyp linksschenkelblock linkshypertrophie möglich möglicherweise wpw typ b ,1,['wolff_parkinson_white']
 sinus rhythm voltages in limb leads are at upper limit st segments are slightly depressed in i avl v5 xxxx this may be due to lv strain or ischaemia ,1,['atrial_tachycardia']
 rhythm is basically sinus with prolonged pr interval ( xxxx sec ) there are atrial premature complex and a pause apparently due to a blocked atrial premature complex q wave in ii iii avf consistent with old inferior myocardial infarct st segments a ,1,['premature_atrial_complex']
 premature ventricular contraction ( s ) sinus tachycardia compared with tracing of xxxx rhythm was previously atrial fibrillation st and t wave change persist in inferior and lateral leads ,1,['atrial_fibrillation']
 atrial fibrillation left axis deviation non - specific intraventricular block of left bundle branch block type ,1,['atrial_fibrillation']
 atrial fibrillation voltages are high in chest leads suggesting lvh st segments are depressed in v3 - xxxx t wave are inverted in i ii v5 xxxx this may be due to lv strain or ischaemia ,1,['atrial_fibrillation']
 atrial fibrillation premature ventricular contraction ( s ) left axis deviation left anterior fascicular block poor progression of r wave in anterior chest leads suggesting old anteroseptal infarct ,1,['atrial_fibrillation']
 atrial fibrillation voltages in chest leads are at upper limit st segments are depressed in i ii avf v4 xxxx t wave are low in i v4 xxxx this may be due to lv strain or ischaemia and digitalis effect ,2,"['atrial_tachycardia', 'atrial_fibrillation']"
 atrial fibrillation with rapid ventricular response complex ( s ) with aberrant intraventricular conduction left ventricular hypertrophy non - specific st and t wave change in inferolateral leads ,1,['atrial_fibrillation']
 atrial fibrillation st segments are depressed in i ii avf v3 - xxxx t wave are low in these leads findings are likely to be due to ischaemic heart disease and digitalis effect ,1,['atrial_fibrillation']
 atrial fibrillation voltages are high in chest leads suggesting lvh st segments are depressed in i ii v5 xxxx t wave are inverted in i ii avl v3 - xxxx this may be due to lv strain or ischaemia ,1,['atrial_fibrillation']
 atrial fibrillation low limb lead voltage st segments are depressed in v4 xxxx findings are likely to be due to ischaemic heart disease and digitalis effect ,1,['atrial_fibrillation']
 sinus rhythm prolonged pr interval left axis deviation left anterior fascicular block non - specific intraventricular block q wave in v2 xxxx consistent with old anterior myocardial infarct patient may be at increased risk of developing complete ,1,['atrial_tachycardia']
 sinus rhythm voltages in limb leads are at upper limit non - specific t wave flattening in i avl v6 ,1,['atrial_tachycardia']
 premature ventricular contraction ( s ) sinus rhythm prolonged pr interval left axis deviation left anterior fascicular block right bundle branch block patient has trifascicular block and may be at increased risk of developing complete av block po ,1,['atrial_tachycardia']
 atrial fibrillation qs complex in v2 xxxx consistent with old anteroseptal myocardial infarct st segments are depressed in i ii v4 xxxx t wave are low or flat throughout findings are likely to be due to ischaemic heart disease suggest exclude ,1,['atrial_fibrillation']
 atrial fibrillation with rapid ventricular response premature ventricular contraction ( s ) voltages are high in chest leads suggesting lvh st segments are depressed in i ii avl v3 - xxxx t wave are low or flat in these leads findings are likely to be du ,1,['atrial_fibrillation']
 atrial fibrillation with rapid ventricular response voltages are high in chest leads suggesting lvh st segments are depressed in i ii avf v2 - xxxx findings are likely to be due to ischaemic heart disease and digitalis effect ,1,['atrial_fibrillation']
 atrial fibrillation with rapid ventricular response non - specific t wave flattening in inferolateral leads ,1,['atrial_fibrillation']
 atrial fibrillation qs complex in v2 xxxx consistent with old anteroseptal myocardial infarct t wave are low or flat in limb leads and v5 xxxx myocardial ischaemia is likely ,1,['atrial_fibrillation']
 rhythm is atrial flutter with mainly xxxx av block and rapid ventricular response non - specific st and t wave change ,1,['atrial_flutter']
 atrial fibrillation st segments are depressed in i avl v6 findings are likely to be due to ischaemic heart disease and digitalis effect ,1,['atrial_fibrillation']
 premature ventricular contraction ( s ) atrial fibrillation with rapid ventricular response st segments are depressed in ii avf v5 xxxx t wave are low or flat in limb leads and v5 xxxx non - specific but consistent with myocardial ischaemia ,1,['atrial_fibrillation']
 supraventricular tachycardia possible old inferior infarct minor non - specific st and t change ( lead avl ) ,1,['atrial_tachycardia']
 a rapid slightly irregular supraventricular tachycardia is present this is probably atrial fibrillation with rapid ventricular response voltages are high in chest leads suggesting lvh non - specific st and t wave change in anterolateral leads ,2,"['atrial_tachycardia', 'atrial_fibrillation']"
 atrial fibrillation incomplete right bundle branch block prolonged qt this may be due to a drug effect or an electrolyte disturbance ,1,['atrial_fibrillation']
 sinus tachycardia p wave are inconspicuous except in v1 xxxx i cannot exclude the possibility that this is atrial tachycardia with xxxx block premature ventricular contraction ( s ) low limb lead voltage st segments are depressed in i avl v3 xxxx t wave ,1,['atrial_tachycardia']
 atrial fibrillation minor non - specific st segment depression in i avl ,1,['atrial_fibrillation']
 atrial fibrillation voltages are high in chest leads suggesting lvh st segments are depressed in i ii avl v5 xxxx t wave are inverted in i avl v5 xxxx this may be due to lv strain or ischaemia and digitalis effect ,1,['atrial_fibrillation']
 rapid regular supraventricular tachycardia rightward axis right bundle branch block suggest repeat when patient has reverted to sinus rhythm ,1,['atrial_tachycardia']
 atrial fibrillation with rapid ventricular response left axis deviation voltages in limb leads are at upper limit non - specific st and t wave change in ii iii avf ,2,"['atrial_tachycardia', 'atrial_fibrillation']"
 sinusrhythmus möglicherweise wpw typ b ueberdrehter linkstyp qrs ( t ) abnorm inferiorer infarkt mögl akut st abnorm möglicherweise hochlateraler innenschichtsschaden xxxx unbestätigter bericht ,2,['wolff_parkinson_white']
 atrial fibrillation with rapid ventricular response premature ventricular contraction ( s ) low limb lead voltage st segments are depressed in i ii v4 xxxx t wave are low or flat in limb leads and v4 xxxx findings are likely to be due to ischaemic hear ,1,['atrial_fibrillation']
 atrial fibrillation st segments are depressed and t wave inverted in i ii avl v4 xxxx findings are likely to be due to ischaemic heart disease and digitalis effect ,1,['atrial_fibrillation']
 atrial fibrillation left bundle branch block ,1,['atrial_fibrillation']
 atrial fibrillation with rapid ventricular response t wave are low or flat in limb leads and v5 xxxx myocardial ischaemia is likely prolonged qt suggest exclude hypokalaemia ,1,['atrial_fibrillation']
 atrial fibrillation with rapid ventricular response st segments are depressed in i ii avl v3 - xxxx t wave are low or flat throughout findings are likely to be due to ischaemic heart disease suggest exclude hypokalaemia ,1,['atrial_fibrillation']
 sinus rhythm voltages in chest leads are at upper limit st segments are slightly depressed in ii avf v4 xxxx this may be due to lv strain or ischaemia ,1,['atrial_tachycardia']
 atrial fibrillation rapid ventricular response xxxx - min left axis deviation old anteroseptal infarct anterolateral st and t abnormality ,1,['atrial_fibrillation']
 a rapid regular supraventricular tachycardia is present low limb lead voltage non - specific t wave inversion in inferior leads ,1,['atrial_tachycardia']
 atrial fibrillation with rapid ventricular response st segments are depressed in i ii iii avf v2 - xxxx findings are likely to be due to ischaemic heart disease and digitalis effect ,1,['atrial_fibrillation']
 atrial fibrillation q wave and t wave inversion in ii iii avf v5 xxxx consistent with old inferolateral myocardial infarct ,1,['atrial_fibrillation']
 atrial fibrillation low limb lead voltage t wave are low or flat in limb leads and v6 findings are likely to be due to ischaemic heart disease ,1,['atrial_fibrillation']
 atrial fibrillation with slow ventricular response left axis deviation right bundle branch block ,1,['atrial_fibrillation']
 a rapid regular broad complex tachycardia is present this is probably a supraventricular tachycardia with left bundle branch block but ventricular tachycardia cannot be entirely excluded left axis deviation ,1,['atrial_tachycardia']
 atrial fibrillation non - specific intraventricular block left ventricular hypertrophy non - specific st and t wave change these may be due to lv strain or ischaemia and digitalis effect ,1,['atrial_fibrillation']
 sinus rhythm possible old inferior myocardial infarct st segments are depressed in i ii avl v5 xxxx t wave are flat in these leads non - specific but consistent with myocardial ischaemia voltages in chest leads are at upper limit ,1,['atrial_tachycardia']
 atrial fibrillation left axis deviation possible old inferior myocardial infarct ,1,['atrial_fibrillation']
 sinus rhythm q wave in ii iii avf old inferior myocardial infarct cannot be excluded voltages in chest leads are at upper limit ,1,['atrial_tachycardia']
 pacemaker spikes noted sinus complex atrial premature complex and paced complex are present qs complex in v2 xxxx t wave are inverted in i ii avf v4 xxxx consistent with ischaemic heart disease with old anterior myocardial infarct ,1,['premature_atrial_complex']
 atrial fibrillation with rapid ventricular response premature ventricular contraction ( s ) incomplete right bundle branch block ,1,['atrial_fibrillation']
 atrial fibrillation with slow ventricular response premature ventricular contraction ( s ) qs complex in v2 xxxx st segments are depressed in i ii avf v5 xxxx t wave are flat or slightly inverted in limb leads and v5 xxxx consistent with ischaemic heart di ,1,['atrial_fibrillation']
 atrial fibrillation right bundle branch block possible left ventricular hypertrophy ,1,['atrial_fibrillation']
 atrial fibrillation left axis deviation low limb lead voltage t wave are low or flat throughout myocardial ischaemia is likely prolonged qt suggest exclude hypokalaemia ,1,['atrial_fibrillation']
 atrial fibrillation probable old inferior infarct poor anterior r wave progression suggests a possible old anteroseptal infarct lateral st and t wave change suggest left ventricular strain or ischaemia ,1,['atrial_fibrillation']
 atrial fibrillation st segments are depressed in i ii avf v4 xxxx t wave are low or flat in i ii v4 xxxx findings are likely to be due to ischaemic heart disease and digitalis effect ,1,['atrial_fibrillation']
 sinus tachycardia prolonged pr interval left axis deviation left anterior fascicular block right bundle branch block possible old inferior infarct patient has trifascicular block and may be at increased risk of developing complete av block ,1,['atrial_tachycardia']
 atrial fibrillation stde i ii avl avf v2 - xxxx t wave are low or flat throughout findings are likely to be due to ischaemic heart disease suggest exclude hypokalaemia ,1,['atrial_fibrillation']
 atrial fibrillation left axis deviation non - specific st segment depression in v4 xxxx ,1,['atrial_fibrillation']
 atrial fibrillation st segments are depressed in i avl v4 xxxx t wave are low throughout findings are likely to be due to ischaemic heart disease and digitalis effect suggest exclude hypokalaemia ,1,['atrial_fibrillation']
 atrial fibrillation with rapid ventricular response left bundle branch block this is most commonly due to ischaemic heart disease ,2,['atrial_fibrillation']
 sinus rhythm voltages in limb leads are at upper limit no definite pathology edit norm xxxx qsiii qavf ( imi xxxx ) ,1,['atrial_tachycardia']
 premature ventricular contraction ( s ) atrial fibrillation st segments are depressed in i ii iii avf v3 - xxxx t wave are inverted in ii iii avf v4 xxxx this may be due to lv strain or ischaemia and digitalis effect ,1,['atrial_fibrillation']
 atrial fibrillation non - specific st segment depression in v4 xxxx ,1,['atrial_fibrillation']
 premature atrial contraction ( s ) sinus tachycardia pr interval is at upper limit of normal no ecg evidence of ischaemia ,1,['atrial_tachycardia']
 atrial fibrillation left axis deviation left anterior fascicular block st segments are depressed in i ii avl v2 - xxxx t wave are low or flat throughout findings are likely to be due to ischaemic heart disease and digitalis effect suggest exclude hy ,1,['atrial_fibrillation']
 atrial fibrillation low limb lead voltage otherwise normal ecg ,2,['atrial_fibrillation']
 atrial fibrillation right axis deviation low limb lead voltage q wave in i avl consistent with old lateral myocardial infarct st segments are depressed in i ii iii avf v4 xxxx t wave are inverted in v4 xxxx findings are likely to be due to i ,1,['atrial_fibrillation']
 atrial fibrillation with rapid ventricular response low limb lead voltage non - specific st and t wave change ,1,['atrial_fibrillation']
 rhythm is atrial tachycardia ( rate = xxxx - min ) with variable but generally xxxx av block and rapid ventricular response left axis deviation low limb lead voltage non - specific intraventricular delay q wave in ii iii avf consistent with old inferior ,1,['atrial_tachycardia']
 sinus rhythm there are dropped complex due apparently to failure of the sa node to generate an impulse at times p wave are best seen in v1 and are not evident just before a pause right bundle branch block holter monitor may be helpful ,1,['atrial_tachycardia']
 atrial fibrillation st segments are depressed and t wave inverted in i ii avl avf v4 xxxx findings are likely to be due to ischaemic heart disease and digitalis effect ,1,['atrial_fibrillation']
 atrial fibrillation st segments are depressed in i avl t wave are flat in limb leads this may be due to lv strain or ischaemia ,1,['atrial_fibrillation']
 atrial fibrillation st segments are depressed and t wave inverted in i avl v4 xxxx this may be due to lv strain or ischaemia possible inferior myocardial infarct of uncertain age ,1,['atrial_fibrillation']
 sinus rhythm pr interval is at upper limit of normal otherwise normal ecg ,1,['atrial_tachycardia']
 atrial fibrillation st segments are depressed in ii avf v4 xxxx this may be due to lv strain or ischaemia and digitalis effect ,1,['atrial_fibrillation']
 atrial fibrillation right axis deviation r - s transition zone in v leads displaced to the left low limb lead voltage q wave in i avl suggesting old lateral infarct st segments are depressed in ii iii avf v6 t wave are low or flat throughout fi ,1,['atrial_fibrillation']
 atrial fibrillation with rapid ventricular response st segments are depressed in ii iii avf t wave are low or flat throughout findings are likely to be due to ischaemic heart disease and digitalis effect suggest exclude hypokalaemia ,1,['atrial_fibrillation']
 probable atrial fibrillation but no clear evidence of p wave or fibrillation wave non - specific st and t wave change ,1,['atrial_fibrillation']
 premature ventricular contraction ( s ) sinus rhythm voltages in chest leads are at upper limit st segments are depressed in avl v4 xxxx this may be due to lv strain or ischaemia prolonged qt this may be due to a drug effect or an electrolyte distur ,1,['atrial_tachycardia']
 atrial fibrillation st segments are depressed in i ii avl v5 xxxx t wave are flat or slightly inverted in these leads findings are likely to be due to ischaemic heart disease and digitalis effect ,1,['atrial_fibrillation']
 sinus rhythm voltages are high in chest leads suggesting lvh compared with submitted tracing dated xxxx rhythm was previously atrial fibrillation with rapid ventricular response ( xxxx - min ) there now sinus rhythm t wave were inverted in i ii ,1,['atrial_fibrillation']
 atrial fibrillation left axis deviation non - specific intraventricular block left ventricular hypertrophy probable old inferior infarct findings are likely to be due to ischaemic heart disease ,1,['atrial_fibrillation']
 atrial fibrillation right bundle branch block q wave in v2 suggesting old anteroseptal infarct ,1,['atrial_fibrillation']
 atrial fibrillation with rapid ventricular response st segments are depressed in v4 xxxx t wave are inverted in ii iii avf v4 xxxx findings are likely to be due to ischaemic heart disease the age of the change is uncertain ,1,['atrial_fibrillation']
 rhythm is atrial flutter with xxxx av block and rapid ventricular response qs complex in v2 xxxx consistent with old anterior myocardial infarct ,1,['atrial_flutter']
 rhythm is atrial tachycardia ( rate = xxxx - min ) with variable av block premature ventricular contraction ( s ) non - specific intraventricular block ,1,['atrial_tachycardia']
 sinus rhythm voltages in chest leads are at upper limit possible old inferior infarct ,1,['atrial_tachycardia']
 sinus rhythm voltages in limb leads are at upper limit st segments are depressed in i avl t wave are flat in i and v5 xxxx and inverted in avl this may be due to lv strain or ischaemia ,1,['atrial_tachycardia']
 atrial fibrillation premature ventricular contraction ( s ) one paced complex noted left axis deviation non - specific intraventricular block ,1,['atrial_fibrillation']
 sinus rhythm atrial premature complex low limb lead voltage non - specific t abnormality in anterior leads especially in v3 - v5 ischaemia is a likely cause ,1,['premature_atrial_complex']
 sinus rhythm pr interval is at upper limits of normal normal ecg ,1,['atrial_tachycardia']
 atrial fibrillation with fast ventricular response low voltage in standard leads antero - septal infarct - may be old antero - lateral st and t change consistent with left ventricular strain or ischaemia ,1,['atrial_fibrillation']
 atrial fibrillation with controlled ventricular response rate xxxx per minute extensive deep anterior t wave invesion highly consistent with ischaemia or subendocardial infarct ,1,['atrial_fibrillation']
 atrial fibrillation left axis deviation left anterior fascicular block st segments are depressed in i avl v5 xxxx t wave are low in i v5 xxxx and inverted in avl this may be due to lv strain or ischaemia ,1,['atrial_fibrillation']
 premature ventricular contraction ( s ) atrial fibrillation with rapid ventricular response q wave in ii iii avf st segments are depressed in i avl v2 - xxxx t wave are inverted in i avl t wave are low or flat in other leads st segments are elevated ,1,['atrial_fibrillation']
 atrial fibrillation with rapid ventricular response non - specific intraventricular delay q wave in ii iii avf st segments are elevated in iii avf st segments are depressed in i avl v2 - xxxx consistent with inferior myocardial infarct which appear ,1,['atrial_fibrillation']
 sinus rhythm compared with tracing of xxxx rhythm now sinus ( previously atrial flutter ) appearances in inferior leads now unremarkable ,1,['atrial_flutter']
 atrial fibrillation qs complex in v2 consistent with old anteroseptal myocardial infarct st segments are depressed in i ii avl v4 xxxx t wave are inverted in i avl v4 xxxx this may be due to lv strain or ischaemia ,1,['atrial_fibrillation']
 atrial fibrillation st segments are depressed in ii iii avf v4 xxxx t wave are low throughout and inverted in v4 xxxx findings are likely to be due to ischaemic heart disease and digitalis effect ,1,['atrial_fibrillation']
 premature ventricular contraction ( s ) atrial fibrillation with rapid ventricular response r - s transition zone in v leads displaced to the left st segments are depressed in i ii avl v6 t wave are inverted in i avl and low in ii v6 findings are li ,1,['atrial_fibrillation']
 atrial fibrillation small r wave in v2 xxxx old anteroseptal infarct cannot be excluded st segments are depressed in i ii avl v5 xxxx t wave are low in limb leads and v5 xxxx findings are likely to be due to ischaemic heart disease and digitalis effect ,1,['atrial_fibrillation']
 atrial tachycardia with xxxx av block incomplete right bundle branch block widespread st and t wave change probably due to myocardial ischaemia and digitalis effect ,1,['atrial_tachycardia']
 sinusbradykardie rechtstyp wpw typ a ,1,['wolff_parkinson_white']
 atrial fibrillation with slow ventricular response q wave in ii iii avf consistent with old inferior myocardial infarct st segments are depressed in v5 xxxx t wave are low or flat in i avl v5 xxxx findings are likely to be due to ischaemic heart ,1,['atrial_fibrillation']
 atrial fibrillation q wave in ii iii avf consistent with old inferior myocardial infarct t wave are low or flat throughout findings are likely to be due to ischaemic heart disease suggest exclude hypokalaemia ,1,['atrial_fibrillation']
 sinusrhythmus linkstyp linksschenkelblock linkshypertrophie möglich möglicherweise wpw typ b ,1,['wolff_parkinson_white']
 sinus rhythm voltages in chest leads are at upper limit minimal non - specific st segment depression in v5 xxxx ,1,['atrial_tachycardia']
 sinusrytm vänster el - axel vänstersidigt skänkelblock överväg wpw syndrom typ b ,1,['wolff_parkinson_white']
 atrial fibrillation premature ventricular contraction ( s ) left axis deviation low limb lead voltage left bundle branch block this is most commonly due to ischaemic heart disease ,1,['atrial_fibrillation']
 atrial fibrillation non - specific st and t wave change in i ii iii avf v6 ,1,['atrial_fibrillation']
 a rapid regular supraventricular tachycardia is present minor non - specific st and t wave change which may be due to the tachycardia ,1,['atrial_tachycardia']
